team,gameweek,week_start,avg_score,avg_score_pct,n_articles,n_relevant
Rizespor,2025-W28,2025-07-07,0.0,0.0,1,0
Rizespor,2025-W32,2025-08-04,0.0,0.0,1,0
Rizespor,2025-W35,2025-08-25,0.0,0.0,1,0
Rizespor,2025-W39,2025-09-22,0.0,0.0,1,0
Rizespor,2025-W40,2025-09-29,2.0,50.0,3,2
Rizespor,2025-W42,2025-10-13,0.0,0.0,1,0
Rizespor,2025-W48,2025-11-24,2.929,73.2,28,22
Rizespor,2025-W49,2025-12-01,0.125,3.1,24,3
Rizespor,2025-W50,2025-12-08,0.0,0.0,1,0
Rizespor,2025-W51,2025-12-15,0.0,0.0,3,0
Rizespor,2025-W52,2025-12-22,0.0,0.0,1,1
Rizespor,2026-W01,2025-12-29,0.0,0.0,2,0
Rizespor,2026-W03,2026-01-12,0.0,0.0,1,0
Rizespor,2026-W04,2026-01-19,0.0,0.0,1,0
Rizespor,2026-W05,2026-01-26,0.0,0.0,3,0
Rizespor,2026-W06,2026-02-02,0.0,0.0,4,0
Rizespor,2026-W07,2026-02-09,0.0,0.0,2,0
Rizespor,2026-W08,2026-02-16,0.0,0.0,1,0
Rizespor,2026-W09,2026-02-23,2.0,50.0,3,2
Rizespor,2026-W10,2026-03-02,0.0,0.0,2,0
Rizespor,2026-W11,2026-03-09,0.0,0.0,2,0
Rizespor,2026-W16,2026-04-13,1.364,34.1,11,5
Rizespor,2026-W17,2026-04-20,0.0,0.0,1,0
Samsunspor,2025-W35,2025-08-25,0.0,0.0,1,0
Samsunspor,2025-W36,2025-09-01,0.0,0.0,1,0
Samsunspor,2025-W40,2025-09-29,0.0,0.0,1,0
Samsunspor,2025-W41,2025-10-06,0.0,0.0,1,0
Samsunspor,2025-W43,2025-10-20,0.0,0.0,7,0
Samsunspor,2025-W45,2025-11-03,0.0,0.0,2,0
Samsunspor,2025-W46,2025-11-10,0.0,0.0,4,0
Samsunspor,2025-W47,2025-11-17,1.5,37.5,2,1
Samsunspor,2025-W48,2025-11-24,0.0,0.0,1,0
Samsunspor,2025-W49,2025-12-01,0.0,0.0,3,0
Samsunspor,2025-W50,2025-12-08,0.0,0.0,3,0
Samsunspor,2025-W51,2025-12-15,0.0,0.0,1,0
Samsunspor,2025-W52,2025-12-22,1.0,25.0,2,1
Samsunspor,2026-W02,2026-01-05,0.0,0.0,3,0
Samsunspor,2026-W04,2026-01-19,0.0,0.0,1,0
Samsunspor,2026-W05,2026-01-26,2.0,50.0,2,2
Samsunspor,2026-W07,2026-02-09,1.511,37.8,47,24
Samsunspor,2026-W08,2026-02-16,0.571,14.3,14,3
Samsunspor,2026-W09,2026-02-23,0.091,2.3,11,2
Samsunspor,2026-W10,2026-03-02,0.0,0.0,6,2
Samsunspor,2026-W11,2026-03-09,0.0,0.0,6,0
Samsunspor,2026-W12,2026-03-16,0.0,0.0,4,0
Samsunspor,2026-W13,2026-03-23,0.0,0.0,5,0
Samsunspor,2026-W14,2026-03-30,0.0,0.0,2,0
Samsunspor,2026-W15,2026-04-06,1.667,41.7,3,2
Samsunspor,2026-W16,2026-04-13,0.0,0.0,1,0
Samsunspor,2026-W17,2026-04-20,0.0,0.0,1,0
Trabzonspor,2025-W27,2025-06-30,0.0,0.0,1,0
Trabzonspor,2025-W28,2025-07-07,0.0,0.0,1,0
Trabzonspor,2025-W32,2025-08-04,4.0,100.0,1,1
Trabzonspor,2025-W33,2025-08-11,3.0,75.0,1,1
Trabzonspor,2025-W34,2025-08-18,0.0,0.0,1,0
Trabzonspor,2025-W35,2025-08-25,0.0,0.0,1,0
Trabzonspor,2025-W36,2025-09-01,2.75,68.8,4,3
Trabzonspor,2025-W40,2025-09-29,4.0,100.0,2,2
Trabzonspor,2025-W43,2025-10-20,0.0,0.0,1,0
Trabzonspor,2025-W44,2025-10-27,0.0,0.0,2,0
Trabzonspor,2025-W45,2025-11-03,0.0,0.0,3,0
Trabzonspor,2025-W46,2025-11-10,0.0,0.0,1,0
Trabzonspor,2025-W48,2025-11-24,0.0,0.0,2,0
Trabzonspor,2025-W49,2025-12-01,0.0,0.0,2,0
Trabzonspor,2025-W50,2025-12-08,0.0,0.0,3,0
Trabzonspor,2025-W51,2025-12-15,0.0,0.0,2,0
Trabzonspor,2025-W52,2025-12-22,0.0,0.0,2,0
Trabzonspor,2026-W01,2025-12-29,0.0,0.0,1,0
Trabzonspor,2026-W02,2026-01-05,0.0,0.0,4,0
Trabzonspor,2026-W03,2026-01-12,0.0,0.0,3,0
Trabzonspor,2026-W04,2026-01-19,0.0,0.0,8,0
Trabzonspor,2026-W05,2026-01-26,0.0,0.0,1,0
Trabzonspor,2026-W06,2026-02-02,0.0,0.0,3,0
Trabzonspor,2026-W07,2026-02-09,0.5,12.5,4,1
Trabzonspor,2026-W08,2026-02-16,0.0,0.0,3,0
Trabzonspor,2026-W09,2026-02-23,0.0,0.0,2,0
Trabzonspor,2026-W10,2026-03-02,0.0,0.0,1,0
Trabzonspor,2026-W11,2026-03-09,0.364,9.1,11,2
Trabzonspor,2026-W14,2026-03-30,0.0,0.0,7,0
Trabzonspor,2026-W15,2026-04-06,0.0,0.0,2,0
Trabzonspor,2026-W16,2026-04-13,0.0,0.0,7,0
Trabzonspor,2026-W17,2026-04-20,0.0,0.0,4,0
