season,match_date,team,opponent,gf,ga,FTR,home,goal_diff,points,match_n,trainer_id,manager_name,event_time,change_index,manager_out,fire_date,post,match_week_monday,prev_week_monday,exp_lag1,nationality,age_at_appointment
2007-2008,2007-12-16,Genclerbirligi,Fenerbahce,1.0,2.0,A,1,-1.0,0,16,22418,Mehmet Kulaksızoğlu,10.0,279,Fuat Çapa,2007-09-21,1.0,2007-12-10,2007-12-03,,Türkiye,52.2
2008-2009,2008-08-24,Genclerbirligi,Kocaelispor,1.0,1.0,D,1,0.0,1,1,784,Mesut Bakkal,-9.0,276,Mesut Bakkal,2008-11-03,0.0,2008-08-18,2008-08-11,,Türkiye,53.9
2008-2009,2008-08-31,Genclerbirligi,Bursaspor,0.0,2.0,H,0,-2.0,0,2,784,Mesut Bakkal,-8.0,276,Mesut Bakkal,2008-11-03,0.0,2008-08-25,2008-08-18,,Türkiye,53.9
2008-2009,2008-09-14,Genclerbirligi,Eskisehirspor,3.0,1.0,H,1,2.0,3,3,784,Mesut Bakkal,-7.0,276,Mesut Bakkal,2008-11-03,0.0,2008-09-08,2008-09-01,,Türkiye,53.9
2008-2009,2008-09-20,Genclerbirligi,Fenerbahce,0.0,3.0,H,0,-3.0,0,4,784,Mesut Bakkal,-6.0,276,Mesut Bakkal,2008-11-03,0.0,2008-09-15,2008-09-08,,Türkiye,53.9
2008-2009,2008-09-27,Genclerbirligi,Ankaraspor,1.0,1.0,D,1,0.0,1,5,784,Mesut Bakkal,-5.0,276,Mesut Bakkal,2008-11-03,0.0,2008-09-22,2008-09-15,,Türkiye,53.9
2008-2009,2008-10-05,Genclerbirligi,Ankaragucu,2.0,0.0,A,0,2.0,3,6,784,Mesut Bakkal,-4.0,276,Mesut Bakkal,2008-11-03,0.0,2008-09-29,2008-09-22,,Türkiye,53.9
2008-2009,2008-10-19,Genclerbirligi,Besiktas,1.0,3.0,A,1,-2.0,0,7,784,Mesut Bakkal,-3.0,276,Mesut Bakkal,2008-11-03,0.0,2008-10-13,2008-10-06,,Türkiye,53.9
2008-2009,2008-10-25,Genclerbirligi,Denizlispor,2.0,2.0,D,0,0.0,1,8,784,Mesut Bakkal,-2.0,276,Mesut Bakkal,2008-11-03,0.0,2008-10-20,2008-10-13,,Türkiye,53.9
2008-2009,2008-11-02,Genclerbirligi,Antalyaspor,1.0,2.0,A,1,-1.0,0,9,784,Mesut Bakkal,-1.0,276,Mesut Bakkal,2008-11-03,0.0,2008-10-27,2008-10-20,,Türkiye,53.9
2008-2009,2008-11-09,Genclerbirligi,Konyaspor,2.0,2.0,D,0,0.0,1,10,5002,Samet Aybaba,0.0,276,Mesut Bakkal,2008-11-03,1.0,2008-11-03,2008-10-27,,Türkiye,66.1
2008-2009,2008-11-14,Genclerbirligi,Trabzonspor,0.0,1.0,A,1,-1.0,0,11,5002,Samet Aybaba,1.0,276,Mesut Bakkal,2008-11-03,1.0,2008-11-10,2008-11-03,,Türkiye,66.1
2008-2009,2008-11-22,Genclerbirligi,Gaziantepspor,0.0,2.0,H,0,-2.0,0,12,5002,Samet Aybaba,2.0,276,Mesut Bakkal,2008-11-03,1.0,2008-11-17,2008-11-10,,Türkiye,66.1
2008-2009,2008-11-30,Genclerbirligi,Buyuksehyr,0.0,0.0,D,1,0.0,1,13,5002,Samet Aybaba,3.0,276,Mesut Bakkal,2008-11-03,1.0,2008-11-24,2008-11-17,,Türkiye,66.1
2008-2009,2008-12-06,Genclerbirligi,Hacettepespor,3.0,0.0,A,0,3.0,3,14,5002,Samet Aybaba,4.0,276,Mesut Bakkal,2008-11-03,1.0,2008-12-01,2008-11-24,,Türkiye,66.1
2008-2009,2008-12-12,Genclerbirligi,Galatasaray,1.0,3.0,A,1,-2.0,0,15,5002,Samet Aybaba,5.0,276,Mesut Bakkal,2008-11-03,1.0,2008-12-08,2008-12-01,,Türkiye,66.1
2008-2009,2008-12-21,Genclerbirligi,Sivasspor,1.0,2.0,A,1,-1.0,0,16,5002,Samet Aybaba,6.0,276,Mesut Bakkal,2008-11-03,1.0,2008-12-15,2008-12-08,,Türkiye,66.1
2008-2009,2009-01-24,Genclerbirligi,Kayserispor,3.0,1.0,A,0,2.0,3,17,5002,Samet Aybaba,7.0,276,Mesut Bakkal,2008-11-03,1.0,2009-01-19,2009-01-12,,Türkiye,66.1
2008-2009,2009-01-31,Genclerbirligi,Kocaelispor,2.0,0.0,A,0,2.0,3,18,5002,Samet Aybaba,8.0,276,Mesut Bakkal,2008-11-03,1.0,2009-01-26,2009-01-19,,Türkiye,66.1
2008-2009,2009-02-08,Genclerbirligi,Bursaspor,1.0,2.0,A,1,-1.0,0,19,5002,Samet Aybaba,9.0,276,Mesut Bakkal,2008-11-03,1.0,2009-02-02,2009-01-26,,Türkiye,66.1
2008-2009,2009-02-14,Genclerbirligi,Eskisehirspor,0.0,0.0,D,0,0.0,1,20,5002,Samet Aybaba,10.0,276,Mesut Bakkal,2008-11-03,1.0,2009-02-09,2009-02-02,,Türkiye,66.1
2010-2011,2010-08-14,Genclerbirligi,Eskisehirspor,0.0,0.0,D,0,0.0,1,1,383,Thomas Doll,-8.0,275,Thomas Doll,2010-10-21,0.0,2010-08-09,2010-08-02,,Germany,43.2
2010-2011,2010-08-22,Genclerbirligi,Gaziantepspor,0.0,0.0,D,1,0.0,1,2,383,Thomas Doll,-7.0,275,Thomas Doll,2010-10-21,0.0,2010-08-16,2010-08-09,,Germany,43.2
2010-2011,2010-08-28,Genclerbirligi,Bucaspor,1.0,3.0,H,0,-2.0,0,3,383,Thomas Doll,-6.0,275,Thomas Doll,2010-10-21,0.0,2010-08-23,2010-08-16,,Germany,43.2
2010-2011,2010-09-13,Genclerbirligi,Buyuksehyr,2.0,1.0,H,1,1.0,3,4,383,Thomas Doll,-5.0,275,Thomas Doll,2010-10-21,0.0,2010-09-13,2010-09-06,,Germany,43.2
2010-2011,2010-09-19,Genclerbirligi,Karabukspor,0.0,3.0,H,0,-3.0,0,5,383,Thomas Doll,-4.0,275,Thomas Doll,2010-10-21,0.0,2010-09-13,2010-09-06,,Germany,43.2
2010-2011,2010-09-25,Genclerbirligi,Ankaragucu,1.0,0.0,H,1,1.0,3,6,383,Thomas Doll,-3.0,275,Thomas Doll,2010-10-21,0.0,2010-09-20,2010-09-13,,Germany,43.2
2010-2011,2010-10-02,Genclerbirligi,Fenerbahce,0.0,3.0,H,0,-3.0,0,7,383,Thomas Doll,-2.0,275,Thomas Doll,2010-10-21,0.0,2010-09-27,2010-09-20,,Germany,43.2
2010-2011,2010-10-17,Genclerbirligi,Antalyaspor,2.0,3.0,A,1,-1.0,0,8,383,Thomas Doll,-1.0,275,Thomas Doll,2010-10-21,0.0,2010-10-11,2010-10-04,,Germany,43.2
2010-2011,2010-10-23,Genclerbirligi,Trabzonspor,1.0,3.0,H,0,-2.0,0,9,,,0.0,275,Thomas Doll,2010-10-21,1.0,2010-10-18,2010-10-11,,,
2010-2011,2010-10-31,Genclerbirligi,Manisaspor,2.0,0.0,H,1,2.0,3,10,,,1.0,275,Thomas Doll,2010-10-21,1.0,2010-10-25,2010-10-18,,,
2010-2011,2010-11-05,Genclerbirligi,Kayserispor,1.0,1.0,D,0,0.0,1,11,669,Ralf Zumdick,2.0,275,Thomas Doll,2010-10-21,1.0,2010-11-01,2010-10-25,,Germany,52.5
2010-2011,2010-11-14,Genclerbirligi,Besiktas,0.0,2.0,A,1,-2.0,0,12,669,Ralf Zumdick,3.0,275,Thomas Doll,2010-10-21,1.0,2010-11-08,2010-11-01,,Germany,52.5
2010-2011,2010-11-20,Genclerbirligi,Kasimpasa,1.0,1.0,D,0,0.0,1,13,669,Ralf Zumdick,4.0,275,Thomas Doll,2010-10-21,1.0,2010-11-15,2010-11-08,,Germany,52.5
2010-2011,2010-11-27,Genclerbirligi,Sivasspor,1.0,1.0,D,1,0.0,1,14,669,Ralf Zumdick,5.0,275,Thomas Doll,2010-10-21,1.0,2010-11-22,2010-11-15,,Germany,52.5
2010-2011,2010-12-05,Genclerbirligi,Konyaspor,1.0,2.0,H,0,-1.0,0,15,669,Ralf Zumdick,6.0,275,Thomas Doll,2010-10-21,1.0,2010-11-29,2010-11-22,,Germany,52.5
2010-2011,2010-12-11,Genclerbirligi,Galatasaray,2.0,0.0,A,0,2.0,3,16,669,Ralf Zumdick,7.0,275,Thomas Doll,2010-10-21,1.0,2010-12-06,2010-11-29,,Germany,52.5
2010-2011,2010-12-18,Genclerbirligi,Bursaspor,1.0,5.0,A,1,-4.0,0,17,669,Ralf Zumdick,8.0,275,Thomas Doll,2010-10-21,1.0,2010-12-13,2010-12-06,,Germany,52.5
2010-2011,2011-01-22,Genclerbirligi,Eskisehirspor,0.0,1.0,A,1,-1.0,0,18,669,Ralf Zumdick,9.0,275,Thomas Doll,2010-10-21,1.0,2011-01-17,2011-01-10,,Germany,52.5
2010-2011,2011-01-30,Genclerbirligi,Gaziantepspor,1.0,1.0,D,0,0.0,1,19,669,Ralf Zumdick,10.0,275,Thomas Doll,2010-10-21,1.0,2011-01-24,2011-01-17,,Germany,52.5
2013-2014,2013-08-17,Genclerbirligi,Rizespor,0.0,1.0,H,0,-1.0,0,1,5199,Metin Diyadin,-8.0,273,Metin Diyadin,2013-10-20,0.0,2013-08-12,2013-08-05,,Türkiye,
2013-2014,2013-08-23,Genclerbirligi,Akhisar Belediyespor,3.0,0.0,H,1,3.0,3,2,5199,Metin Diyadin,-7.0,273,Metin Diyadin,2013-10-20,0.0,2013-08-19,2013-08-12,,Türkiye,
2013-2014,2013-09-01,Genclerbirligi,Karabukspor,0.0,1.0,H,0,-1.0,0,3,5199,Metin Diyadin,-6.0,273,Metin Diyadin,2013-10-20,0.0,2013-08-26,2013-08-19,,Türkiye,
2013-2014,2013-09-15,Genclerbirligi,Kayserispor,1.0,1.0,D,1,0.0,1,4,5199,Metin Diyadin,-5.0,273,Metin Diyadin,2013-10-20,0.0,2013-09-09,2013-09-02,,Türkiye,
2013-2014,2013-09-21,Genclerbirligi,Konyaspor,0.0,1.0,H,0,-1.0,0,5,5199,Metin Diyadin,-4.0,273,Metin Diyadin,2013-10-20,0.0,2013-09-16,2013-09-09,,Türkiye,
2013-2014,2013-09-29,Genclerbirligi,Fenerbahce,0.0,1.0,A,1,-1.0,0,6,5199,Metin Diyadin,-3.0,273,Metin Diyadin,2013-10-20,0.0,2013-09-23,2013-09-16,,Türkiye,
2013-2014,2013-10-06,Genclerbirligi,Sivasspor,0.0,2.0,H,0,-2.0,0,7,5199,Metin Diyadin,-2.0,273,Metin Diyadin,2013-10-20,0.0,2013-09-30,2013-09-23,,Türkiye,
2013-2014,2013-10-19,Genclerbirligi,Kasimpasa,1.0,3.0,A,1,-2.0,0,8,5199,Metin Diyadin,-1.0,273,Metin Diyadin,2013-10-20,0.0,2013-10-14,2013-10-07,,Türkiye,
2013-2014,2013-10-26,Genclerbirligi,Elazigspor,2.0,1.0,A,0,1.0,3,9,815,Mehmet Özdilek,0.0,273,Metin Diyadin,2013-10-20,1.0,2013-10-21,2013-10-14,,Türkiye,42.6
2013-2014,2013-11-04,Genclerbirligi,Eskisehirspor,2.0,0.0,H,1,2.0,3,10,815,Mehmet Özdilek,1.0,273,Metin Diyadin,2013-10-20,1.0,2013-11-04,2013-10-28,,Türkiye,42.6
2013-2014,2013-11-10,Genclerbirligi,Trabzonspor,3.0,2.0,H,1,1.0,3,11,815,Mehmet Özdilek,2.0,273,Metin Diyadin,2013-10-20,1.0,2013-11-04,2013-10-28,,Türkiye,42.6
2013-2014,2013-11-24,Genclerbirligi,Erciyesspor,0.0,1.0,H,0,-1.0,0,12,815,Mehmet Özdilek,3.0,273,Metin Diyadin,2013-10-20,1.0,2013-11-18,2013-11-11,,Türkiye,42.6
2013-2014,2013-11-30,Genclerbirligi,Gaziantepspor,1.0,3.0,A,1,-2.0,0,13,815,Mehmet Özdilek,4.0,273,Metin Diyadin,2013-10-20,1.0,2013-11-25,2013-11-18,,Türkiye,42.6
2013-2014,2013-12-08,Genclerbirligi,Bursaspor,0.0,0.0,D,0,0.0,1,14,815,Mehmet Özdilek,5.0,273,Metin Diyadin,2013-10-20,1.0,2013-12-02,2013-11-25,,Türkiye,42.6
2013-2014,2013-12-15,Genclerbirligi,Galatasaray,1.0,1.0,D,1,0.0,1,15,815,Mehmet Özdilek,6.0,273,Metin Diyadin,2013-10-20,1.0,2013-12-09,2013-12-02,,Türkiye,42.6
2013-2014,2013-12-22,Genclerbirligi,Antalyaspor,3.0,2.0,A,0,1.0,3,16,815,Mehmet Özdilek,7.0,273,Metin Diyadin,2013-10-20,1.0,2013-12-16,2013-12-09,,Türkiye,42.6
2013-2014,2013-12-27,Genclerbirligi,Besiktas,1.0,0.0,H,1,1.0,3,17,815,Mehmet Özdilek,8.0,273,Metin Diyadin,2013-10-20,1.0,2013-12-23,2013-12-16,,Türkiye,42.6
2013-2014,2014-01-25,Genclerbirligi,Rizespor,3.0,1.0,H,1,2.0,3,18,815,Mehmet Özdilek,9.0,273,Metin Diyadin,2013-10-20,1.0,2014-01-20,2014-01-13,,Türkiye,42.6
2013-2014,2014-02-02,Genclerbirligi,Akhisar Belediyespor,1.0,3.0,H,0,-2.0,0,19,815,Mehmet Özdilek,10.0,273,Metin Diyadin,2013-10-20,1.0,2014-01-27,2014-01-20,,Türkiye,42.6
2014-2015,2014-12-01,Genclerbirligi,Trabzonspor,1.0,4.0,H,0,-3.0,0,11,24256,İrfan Buz,-10.0,272,İrfan Buz,2015-02-17,0.0,2014-12-01,2014-11-24,,Germany,50.4
2014-2015,2014-12-06,Genclerbirligi,Gaziantepspor,2.0,0.0,H,1,2.0,3,12,24256,İrfan Buz,-9.0,272,İrfan Buz,2015-02-17,0.0,2014-12-01,2014-11-24,,Germany,50.4
2014-2015,2014-12-13,Genclerbirligi,Akhisar Belediyespor,1.0,1.0,D,0,0.0,1,13,24256,İrfan Buz,-8.0,272,İrfan Buz,2015-02-17,0.0,2014-12-08,2014-12-01,,Germany,50.4
2014-2015,2014-12-20,Genclerbirligi,Konyaspor,5.0,0.0,H,1,5.0,3,14,24256,İrfan Buz,-7.0,272,İrfan Buz,2015-02-17,0.0,2014-12-15,2014-12-08,,Germany,50.4
2014-2015,2014-12-26,Genclerbirligi,Galatasaray,1.0,1.0,D,1,0.0,1,15,24256,İrfan Buz,-6.0,272,İrfan Buz,2015-02-17,0.0,2014-12-22,2014-12-15,,Germany,50.4
2014-2015,2015-01-05,Genclerbirligi,Mersin Idman Yurdu,1.0,1.0,D,0,0.0,1,16,24256,İrfan Buz,-5.0,272,İrfan Buz,2015-02-17,0.0,2015-01-05,2014-12-29,,Germany,50.4
2014-2015,2015-01-26,Genclerbirligi,Besiktas,0.0,2.0,A,1,-2.0,0,17,24256,İrfan Buz,-4.0,272,İrfan Buz,2015-02-17,0.0,2015-01-26,2015-01-19,,Germany,50.4
2014-2015,2015-02-01,Genclerbirligi,Rizespor,0.0,2.0,A,1,-2.0,0,18,24256,İrfan Buz,-3.0,272,İrfan Buz,2015-02-17,0.0,2015-01-26,2015-01-19,,Germany,50.4
2014-2015,2015-02-08,Genclerbirligi,Bursaspor,1.0,3.0,H,0,-2.0,0,19,24256,İrfan Buz,-2.0,272,İrfan Buz,2015-02-17,0.0,2015-02-02,2015-01-26,,Germany,50.4
2014-2015,2015-02-16,Genclerbirligi,Eskisehirspor,1.0,2.0,A,1,-1.0,0,20,24256,İrfan Buz,-1.0,272,İrfan Buz,2015-02-17,0.0,2015-02-16,2015-02-09,,Germany,50.4
2014-2015,2015-02-22,Genclerbirligi,Balikesirspor,1.0,0.0,A,0,1.0,3,21,784,Mesut Bakkal,0.0,272,İrfan Buz,2015-02-17,1.0,2015-02-16,2015-02-09,,Türkiye,53.9
2014-2015,2015-02-28,Genclerbirligi,Sivasspor,0.0,0.0,D,1,0.0,1,22,784,Mesut Bakkal,1.0,272,İrfan Buz,2015-02-17,1.0,2015-02-23,2015-02-16,,Türkiye,53.9
2014-2015,2015-03-07,Genclerbirligi,Erciyesspor,4.0,2.0,A,0,2.0,3,23,784,Mesut Bakkal,2.0,272,İrfan Buz,2015-02-17,1.0,2015-03-02,2015-02-23,,Türkiye,53.9
2014-2015,2015-03-15,Genclerbirligi,Fenerbahce,2.0,1.0,H,1,1.0,3,24,784,Mesut Bakkal,3.0,272,İrfan Buz,2015-02-17,1.0,2015-03-09,2015-03-02,,Türkiye,53.9
2014-2015,2015-03-22,Genclerbirligi,Buyuksehyr,1.0,3.0,H,0,-2.0,0,25,784,Mesut Bakkal,4.0,272,İrfan Buz,2015-02-17,1.0,2015-03-16,2015-03-09,,Türkiye,53.9
2014-2015,2015-04-04,Genclerbirligi,Kasimpasa,5.0,2.0,H,1,3.0,3,26,784,Mesut Bakkal,5.0,272,İrfan Buz,2015-02-17,1.0,2015-03-30,2015-03-23,,Türkiye,53.9
2014-2015,2015-04-18,Genclerbirligi,Karabukspor,1.0,2.0,H,0,-1.0,0,27,784,Mesut Bakkal,6.0,272,İrfan Buz,2015-02-17,1.0,2015-04-13,2015-04-06,,Türkiye,53.9
2014-2015,2015-04-26,Genclerbirligi,Trabzonspor,1.0,1.0,D,1,0.0,1,28,784,Mesut Bakkal,7.0,272,İrfan Buz,2015-02-17,1.0,2015-04-20,2015-04-13,,Türkiye,53.9
2014-2015,2015-05-03,Genclerbirligi,Gaziantepspor,3.0,0.0,A,0,3.0,3,29,784,Mesut Bakkal,8.0,272,İrfan Buz,2015-02-17,1.0,2015-04-27,2015-04-20,,Türkiye,53.9
2014-2015,2015-05-09,Genclerbirligi,Akhisar Belediyespor,0.0,0.0,D,1,0.0,1,30,784,Mesut Bakkal,9.0,272,İrfan Buz,2015-02-17,1.0,2015-05-04,2015-04-27,,Türkiye,53.9
2014-2015,2015-05-12,Genclerbirligi,Konyaspor,0.0,1.0,H,0,-1.0,0,31,784,Mesut Bakkal,10.0,272,İrfan Buz,2015-02-17,1.0,2015-05-11,2015-05-04,,Türkiye,53.9
2015-2016,2015-09-26,Genclerbirligi,Akhisar Belediyespor,0.0,1.0,H,0,-1.0,0,6,815,Mehmet Özdilek,-10.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-09-21,2015-09-14,,Türkiye,42.6
2015-2016,2015-10-03,Genclerbirligi,Kayserispor,2.0,0.0,H,1,2.0,3,7,815,Mehmet Özdilek,-9.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-09-28,2015-09-21,,Türkiye,42.6
2015-2016,2015-10-17,Genclerbirligi,Galatasaray,1.0,4.0,H,0,-3.0,0,8,815,Mehmet Özdilek,-8.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-10-12,2015-10-05,,Türkiye,42.6
2015-2016,2015-10-24,Genclerbirligi,Osmanlispor,1.0,0.0,H,1,1.0,3,9,815,Mehmet Özdilek,-7.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-10-19,2015-10-12,,Türkiye,42.6
2015-2016,2015-10-30,Genclerbirligi,Konyaspor,0.0,0.0,D,0,0.0,1,10,815,Mehmet Özdilek,-6.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-10-26,2015-10-19,,Türkiye,42.6
2015-2016,2015-11-06,Genclerbirligi,Mersin Idman Yurdu,1.0,1.0,D,1,0.0,1,11,815,Mehmet Özdilek,-5.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-11-02,2015-10-26,,Türkiye,42.6
2015-2016,2015-11-22,Genclerbirligi,Trabzonspor,0.0,1.0,H,0,-1.0,0,12,815,Mehmet Özdilek,-4.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-11-16,2015-11-09,,Türkiye,42.6
2015-2016,2015-11-29,Genclerbirligi,Gaziantepspor,2.0,2.0,D,1,0.0,1,13,815,Mehmet Özdilek,-3.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-11-23,2015-11-16,,Türkiye,42.6
2015-2016,2015-12-06,Genclerbirligi,Buyuksehyr,0.0,2.0,H,0,-2.0,0,14,815,Mehmet Özdilek,-2.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-11-30,2015-11-23,,Türkiye,42.6
2015-2016,2015-12-13,Genclerbirligi,Sivasspor,0.0,1.0,A,1,-1.0,0,15,815,Mehmet Özdilek,-1.0,271,Mehmet Özdilek,2015-12-14,0.0,2015-12-07,2015-11-30,,Türkiye,42.6
2015-2016,2015-12-20,Genclerbirligi,Fenerbahce,0.0,1.0,A,1,-1.0,0,16,27861,Mustafa Kaplan,0.0,271,Mehmet Özdilek,2015-12-14,1.0,2015-12-14,2015-12-07,,Türkiye,
2015-2016,2015-12-28,Genclerbirligi,Eskisehirspor,0.0,2.0,H,0,-2.0,0,17,810,Yılmaz Vural,1.0,271,Mehmet Özdilek,2015-12-14,1.0,2015-12-28,2015-12-21,,Türkiye,65.9
2015-2016,2016-01-17,Genclerbirligi,Rizespor,3.0,2.0,A,0,1.0,3,18,43477,İbrahim Üzülmez,2.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-01-11,2016-01-04,,Türkiye,46.3
2015-2016,2016-01-24,Genclerbirligi,Antalyaspor,1.0,0.0,H,1,1.0,3,19,43477,İbrahim Üzülmez,3.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-01-18,2016-01-11,,Türkiye,46.3
2015-2016,2016-02-08,Genclerbirligi,Kasimpasa,1.0,0.0,A,0,1.0,3,20,43477,İbrahim Üzülmez,4.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-02-08,2016-02-01,,Türkiye,46.3
2015-2016,2016-02-13,Genclerbirligi,Bursaspor,2.0,0.0,H,1,2.0,3,21,43477,İbrahim Üzülmez,5.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-02-08,2016-02-01,,Türkiye,46.3
2015-2016,2016-02-22,Genclerbirligi,Besiktas,0.0,1.0,H,0,-1.0,0,22,43477,İbrahim Üzülmez,6.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-02-22,2016-02-15,,Türkiye,46.3
2015-2016,2016-02-28,Genclerbirligi,Akhisar Belediyespor,3.0,1.0,H,1,2.0,3,23,43477,İbrahim Üzülmez,7.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-02-22,2016-02-15,,Türkiye,46.3
2015-2016,2016-03-05,Genclerbirligi,Kayserispor,2.0,0.0,A,0,2.0,3,24,43477,İbrahim Üzülmez,8.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-02-29,2016-02-22,,Türkiye,46.3
2015-2016,2016-03-13,Genclerbirligi,Galatasaray,1.0,1.0,D,1,0.0,1,25,43477,İbrahim Üzülmez,9.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-03-07,2016-02-29,,Türkiye,46.3
2015-2016,2016-03-19,Genclerbirligi,Osmanlispor,1.0,3.0,H,0,-2.0,0,26,43477,İbrahim Üzülmez,10.0,271,Mehmet Özdilek,2015-12-14,1.0,2016-03-14,2016-03-07,,Türkiye,46.3
2016-2017,2016-08-21,Genclerbirligi,Gaziantepspor,2.0,0.0,H,1,2.0,3,1,43477,İbrahim Üzülmez,-10.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-08-15,2016-08-08,,Türkiye,46.3
2016-2017,2016-08-28,Genclerbirligi,Osmanlispor,2.0,2.0,D,0,0.0,1,2,43477,İbrahim Üzülmez,-9.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-08-22,2016-08-15,,Türkiye,46.3
2016-2017,2016-09-10,Genclerbirligi,Alanyaspor,0.0,0.0,D,1,0.0,1,3,43477,İbrahim Üzülmez,-8.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-09-05,2016-08-29,,Türkiye,46.3
2016-2017,2016-09-18,Genclerbirligi,Konyaspor,1.0,1.0,D,0,0.0,1,4,43477,İbrahim Üzülmez,-7.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-09-12,2016-09-05,,Türkiye,46.3
2016-2017,2016-09-25,Genclerbirligi,Karabukspor,2.0,0.0,H,1,2.0,3,5,43477,İbrahim Üzülmez,-6.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-09-19,2016-09-12,,Türkiye,46.3
2016-2017,2016-09-30,Genclerbirligi,Akhisar Belediyespor,0.0,0.0,D,0,0.0,1,6,43477,İbrahim Üzülmez,-5.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-09-26,2016-09-19,,Türkiye,46.3
2016-2017,2016-10-15,Genclerbirligi,Galatasaray,0.0,1.0,A,1,-1.0,0,7,43477,İbrahim Üzülmez,-4.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-10-10,2016-10-03,,Türkiye,46.3
2016-2017,2016-10-21,Genclerbirligi,Rizespor,1.0,2.0,H,0,-1.0,0,8,43477,İbrahim Üzülmez,-3.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-10-17,2016-10-10,,Türkiye,46.3
2016-2017,2016-10-28,Genclerbirligi,Besiktas,1.0,1.0,D,1,0.0,1,9,43477,İbrahim Üzülmez,-2.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-10-24,2016-10-17,,Türkiye,46.3
2016-2017,2016-11-05,Genclerbirligi,Antalyaspor,0.0,1.0,H,0,-1.0,0,10,43477,İbrahim Üzülmez,-1.0,270,İbrahim Üzülmez,2016-11-08,0.0,2016-10-31,2016-10-24,,Türkiye,46.3
2016-2017,2016-11-20,Genclerbirligi,Kayserispor,2.0,0.0,A,0,2.0,3,11,10719,Ümit Özat,0.0,270,İbrahim Üzülmez,2016-11-08,1.0,2016-11-14,2016-11-07,,Türkiye,43.9
2016-2017,2016-11-27,Genclerbirligi,Trabzonspor,0.0,0.0,D,1,0.0,1,12,10719,Ümit Özat,1.0,270,İbrahim Üzülmez,2016-11-08,1.0,2016-11-21,2016-11-14,,Türkiye,43.9
2016-2017,2016-12-04,Genclerbirligi,Adanaspor,2.0,0.0,A,0,2.0,3,13,10719,Ümit Özat,2.0,270,İbrahim Üzülmez,2016-11-08,1.0,2016-11-28,2016-11-21,,Türkiye,43.9
2016-2017,2016-12-10,Genclerbirligi,Buyuksehyr,0.0,0.0,D,1,0.0,1,14,10719,Ümit Özat,3.0,270,İbrahim Üzülmez,2016-11-08,1.0,2016-12-05,2016-11-28,,Türkiye,43.9
2016-2017,2016-12-19,Genclerbirligi,Fenerbahce,0.0,3.0,H,0,-3.0,0,15,10719,Ümit Özat,4.0,270,İbrahim Üzülmez,2016-11-08,1.0,2016-12-19,2016-12-12,,Türkiye,43.9
2016-2017,2016-12-26,Genclerbirligi,Bursaspor,3.0,1.0,H,1,2.0,3,16,10719,Ümit Özat,5.0,270,İbrahim Üzülmez,2016-11-08,1.0,2016-12-26,2016-12-19,,Türkiye,43.9
2016-2017,2017-01-15,Genclerbirligi,Kasimpasa,0.0,3.0,H,0,-3.0,0,17,10719,Ümit Özat,6.0,270,İbrahim Üzülmez,2016-11-08,1.0,2017-01-09,2017-01-02,,Türkiye,43.9
2016-2017,2017-01-29,Genclerbirligi,Osmanlispor,1.0,1.0,D,1,0.0,1,18,10719,Ümit Özat,7.0,270,İbrahim Üzülmez,2016-11-08,1.0,2017-01-23,2017-01-16,,Türkiye,43.9
2016-2017,2017-02-11,Genclerbirligi,Alanyaspor,0.0,3.0,H,0,-3.0,0,19,10719,Ümit Özat,8.0,270,İbrahim Üzülmez,2016-11-08,1.0,2017-02-06,2017-01-30,,Türkiye,43.9
2016-2017,2017-02-19,Genclerbirligi,Konyaspor,2.0,0.0,H,1,2.0,3,20,10719,Ümit Özat,9.0,270,İbrahim Üzülmez,2016-11-08,1.0,2017-02-13,2017-02-06,,Türkiye,43.9
