season,match_date,team,opponent,gf,ga,FTR,home,goal_diff,points,match_n,trainer_id,manager_name,event_time,change_index,manager_out,fire_date,post,match_week_monday,prev_week_monday,exp_lag1,nationality,age_at_appointment
2005-2006,2005-09-25,Ankaragucu,Diyarbakirspor,3.0,0.0,A,0,3.0,3,7,2026,Safet Susic,0.0,63,Adnan Şentürk,2005-09-21,1.0,2005-09-19,2005-09-12,,Bosnia-Herzegovina,63.2
2005-2006,2005-10-02,Ankaragucu,Rizespor,1.0,0.0,H,1,1.0,3,8,2026,Safet Susic,1.0,63,Adnan Şentürk,2005-09-21,1.0,2005-09-26,2005-09-19,,Bosnia-Herzegovina,63.2
2005-2006,2005-10-15,Ankaragucu,Fenerbahce,1.0,2.0,H,0,-1.0,0,9,2026,Safet Susic,2.0,63,Adnan Şentürk,2005-09-21,1.0,2005-10-10,2005-10-03,,Bosnia-Herzegovina,63.2
2005-2006,2005-10-22,Ankaragucu,Ankaraspor,3.0,2.0,H,1,1.0,3,10,2026,Safet Susic,3.0,63,Adnan Şentürk,2005-09-21,1.0,2005-10-17,2005-10-10,,Bosnia-Herzegovina,63.2
2005-2006,2005-10-30,Ankaragucu,Besiktas,2.0,4.0,H,0,-2.0,0,11,2026,Safet Susic,4.0,63,Adnan Şentürk,2005-09-21,1.0,2005-10-24,2005-10-17,,Bosnia-Herzegovina,63.2
2005-2006,2005-11-06,Ankaragucu,Kayserispor,2.0,0.0,H,1,2.0,3,12,2026,Safet Susic,5.0,63,Adnan Şentürk,2005-09-21,1.0,2005-10-31,2005-10-24,,Bosnia-Herzegovina,63.2
2005-2006,2005-11-20,Ankaragucu,Konyaspor,0.0,2.0,H,0,-2.0,0,13,2026,Safet Susic,6.0,63,Adnan Şentürk,2005-09-21,1.0,2005-11-14,2005-11-07,,Bosnia-Herzegovina,63.2
2005-2006,2005-11-27,Ankaragucu,Samsunspor,1.0,1.0,D,1,0.0,1,14,2026,Safet Susic,7.0,63,Adnan Şentürk,2005-09-21,1.0,2005-11-21,2005-11-14,,Bosnia-Herzegovina,63.2
2005-2006,2005-12-05,Ankaragucu,Malatyaspor,0.0,0.0,D,0,0.0,1,15,2026,Safet Susic,8.0,63,Adnan Şentürk,2005-09-21,1.0,2005-12-05,2005-11-28,,Bosnia-Herzegovina,63.2
2005-2006,2005-12-10,Ankaragucu,Gaziantepspor,1.0,1.0,D,0,0.0,1,16,2026,Safet Susic,9.0,63,Adnan Şentürk,2005-09-21,1.0,2005-12-05,2005-11-28,,Bosnia-Herzegovina,63.2
2005-2006,2005-12-17,Ankaragucu,Sivasspor,0.0,0.0,D,1,0.0,1,17,2026,Safet Susic,10.0,63,Adnan Şentürk,2005-09-21,1.0,2005-12-12,2005-12-05,,Bosnia-Herzegovina,63.2
2007-2008,2007-08-11,Ankaragucu,Ankaraspor,2.0,1.0,A,0,1.0,3,1,24,Hans-Peter Briegel,-9.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-08-06,2007-07-30,,Germany,51.7
2007-2008,2007-08-19,Ankaragucu,Denizlispor,3.0,2.0,H,1,1.0,3,2,24,Hans-Peter Briegel,-8.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-08-13,2007-08-06,,Germany,51.7
2007-2008,2007-08-26,Ankaragucu,Galatasaray,0.0,1.0,H,0,-1.0,0,3,24,Hans-Peter Briegel,-7.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-08-20,2007-08-13,,Germany,51.7
2007-2008,2007-09-01,Ankaragucu,Genclerbirligi,2.0,2.0,D,1,0.0,1,4,24,Hans-Peter Briegel,-6.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-08-27,2007-08-20,,Germany,51.7
2007-2008,2007-09-16,Ankaragucu,Trabzonspor,0.0,0.0,D,0,0.0,1,5,24,Hans-Peter Briegel,-5.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-09-10,2007-09-03,,Germany,51.7
2007-2008,2007-09-21,Ankaragucu,Buyuksehyr,1.0,0.0,H,1,1.0,3,6,24,Hans-Peter Briegel,-4.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-09-17,2007-09-10,,Germany,51.7
2007-2008,2007-09-28,Ankaragucu,Fenerbahce,0.0,2.0,H,0,-2.0,0,7,24,Hans-Peter Briegel,-3.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-09-24,2007-09-17,,Germany,51.7
2007-2008,2007-10-07,Ankaragucu,Sivasspor,2.0,2.0,D,1,0.0,1,8,24,Hans-Peter Briegel,-2.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-10-01,2007-09-24,,Germany,51.7
2007-2008,2007-10-22,Ankaragucu,Oftasspor,1.0,2.0,H,0,-1.0,0,9,24,Hans-Peter Briegel,-1.0,61,Hans-Peter Briegel,2007-10-25,0.0,2007-10-22,2007-10-15,,Germany,51.7
2007-2008,2007-10-28,Ankaragucu,Rizespor,1.0,0.0,H,1,1.0,3,10,5471,Hakan Kutlu,0.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-10-22,2007-10-15,,Türkiye,46.6
2007-2008,2007-11-04,Ankaragucu,Bursaspor,1.0,2.0,H,0,-1.0,0,11,787,Özcan Bizati,1.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-10-29,2007-10-22,,Türkiye,39.4
2007-2008,2007-11-10,Ankaragucu,Gaziantepspor,1.0,0.0,H,1,1.0,3,12,787,Özcan Bizati,2.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-11-05,2007-10-29,,Türkiye,39.4
2007-2008,2007-11-25,Ankaragucu,Manisaspor,1.0,0.0,H,1,1.0,3,13,787,Özcan Bizati,3.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-11-19,2007-11-12,,Türkiye,39.4
2007-2008,2007-12-01,Ankaragucu,Konyaspor,0.0,1.0,H,0,-1.0,0,14,787,Özcan Bizati,4.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-11-26,2007-11-19,,Türkiye,39.4
2007-2008,2007-12-08,Ankaragucu,Kasimpasa,2.0,2.0,D,1,0.0,1,15,787,Özcan Bizati,5.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-12-03,2007-11-26,,Türkiye,39.4
2007-2008,2007-12-16,Ankaragucu,Besiktas,1.0,3.0,H,0,-2.0,0,16,787,Özcan Bizati,6.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-12-10,2007-12-03,,Türkiye,39.4
2007-2008,2007-12-22,Ankaragucu,Kayserispor,1.0,1.0,D,1,0.0,1,17,787,Özcan Bizati,7.0,61,Hans-Peter Briegel,2007-10-25,1.0,2007-12-17,2007-12-10,,Türkiye,39.4
2007-2008,2008-01-13,Ankaragucu,Ankaraspor,1.0,1.0,D,1,0.0,1,18,787,Özcan Bizati,8.0,61,Hans-Peter Briegel,2007-10-25,1.0,2008-01-07,2007-12-31,,Türkiye,39.4
2007-2008,2008-01-20,Ankaragucu,Denizlispor,1.0,1.0,D,0,0.0,1,19,787,Özcan Bizati,9.0,61,Hans-Peter Briegel,2007-10-25,1.0,2008-01-14,2008-01-07,,Türkiye,39.4
2007-2008,2008-01-27,Ankaragucu,Galatasaray,0.0,4.0,A,1,-4.0,0,20,787,Özcan Bizati,10.0,61,Hans-Peter Briegel,2007-10-25,1.0,2008-01-21,2008-01-14,,Türkiye,39.4
2008-2009,2008-08-24,Ankaragucu,Konyaspor,2.0,3.0,H,0,-1.0,0,1,5471,Hakan Kutlu,-7.0,60,Hakan Kutlu,2008-10-24,0.0,2008-08-18,2008-08-11,,Türkiye,46.6
2008-2009,2008-08-29,Ankaragucu,Trabzonspor,1.0,2.0,A,1,-1.0,0,2,5471,Hakan Kutlu,-6.0,60,Hakan Kutlu,2008-10-24,0.0,2008-08-25,2008-08-18,,Türkiye,46.6
2008-2009,2008-09-14,Ankaragucu,Gaziantepspor,2.0,2.0,D,0,0.0,1,3,5471,Hakan Kutlu,-5.0,60,Hakan Kutlu,2008-10-24,0.0,2008-09-08,2008-09-01,,Türkiye,46.6
2008-2009,2008-09-20,Ankaragucu,Buyuksehyr,0.0,0.0,D,1,0.0,1,4,5471,Hakan Kutlu,-4.0,60,Hakan Kutlu,2008-10-24,0.0,2008-09-15,2008-09-08,,Türkiye,46.6
2008-2009,2008-09-28,Ankaragucu,Hacettepespor,1.0,0.0,A,0,1.0,3,5,5471,Hakan Kutlu,-3.0,60,Hakan Kutlu,2008-10-24,0.0,2008-09-22,2008-09-15,,Türkiye,46.6
2008-2009,2008-10-05,Ankaragucu,Genclerbirligi,0.0,2.0,A,1,-2.0,0,6,5471,Hakan Kutlu,-2.0,60,Hakan Kutlu,2008-10-24,0.0,2008-09-29,2008-09-22,,Türkiye,46.6
2008-2009,2008-10-19,Ankaragucu,Sivasspor,0.0,3.0,H,0,-3.0,0,7,5471,Hakan Kutlu,-1.0,60,Hakan Kutlu,2008-10-24,0.0,2008-10-13,2008-10-06,,Türkiye,46.6
2008-2009,2008-10-26,Ankaragucu,Kayserispor,1.0,3.0,A,1,-2.0,0,8,,,0.0,60,Hakan Kutlu,2008-10-24,1.0,2008-10-20,2008-10-13,,,
2008-2009,2008-11-02,Ankaragucu,Kocaelispor,1.0,1.0,D,0,0.0,1,9,4776,Ünal Karaman,1.0,60,Hakan Kutlu,2008-10-24,1.0,2008-10-27,2008-10-20,,Türkiye,48.1
2008-2009,2008-11-08,Ankaragucu,Bursaspor,1.0,1.0,D,1,0.0,1,10,4776,Ünal Karaman,2.0,60,Hakan Kutlu,2008-10-24,1.0,2008-11-03,2008-10-27,,Türkiye,48.1
2008-2009,2008-11-16,Ankaragucu,Eskisehirspor,3.0,1.0,A,0,2.0,3,11,4776,Ünal Karaman,3.0,60,Hakan Kutlu,2008-10-24,1.0,2008-11-10,2008-11-03,,Türkiye,48.1
2008-2009,2008-11-22,Ankaragucu,Fenerbahce,0.0,0.0,D,1,0.0,1,12,4776,Ünal Karaman,4.0,60,Hakan Kutlu,2008-10-24,1.0,2008-11-17,2008-11-10,,Türkiye,48.1
2008-2009,2008-11-29,Ankaragucu,Ankaraspor,1.0,0.0,A,0,1.0,3,13,4776,Ünal Karaman,5.0,60,Hakan Kutlu,2008-10-24,1.0,2008-11-24,2008-11-17,,Türkiye,48.1
2008-2009,2008-12-07,Ankaragucu,Galatasaray,0.0,3.0,A,1,-3.0,0,14,4776,Ünal Karaman,6.0,60,Hakan Kutlu,2008-10-24,1.0,2008-12-01,2008-11-24,,Türkiye,48.1
2008-2009,2008-12-13,Ankaragucu,Besiktas,0.0,1.0,H,0,-1.0,0,15,4776,Ünal Karaman,7.0,60,Hakan Kutlu,2008-10-24,1.0,2008-12-08,2008-12-01,,Türkiye,48.1
2008-2009,2008-12-21,Ankaragucu,Denizlispor,1.0,1.0,D,0,0.0,1,16,4776,Ünal Karaman,8.0,60,Hakan Kutlu,2008-10-24,1.0,2008-12-15,2008-12-08,,Türkiye,48.1
2008-2009,2009-01-24,Ankaragucu,Antalyaspor,0.0,1.0,A,1,-1.0,0,17,5471,Hakan Kutlu,9.0,60,Hakan Kutlu,2008-10-24,1.0,2009-01-19,2009-01-12,,Türkiye,46.6
2008-2009,2009-02-01,Ankaragucu,Konyaspor,1.0,3.0,A,1,-2.0,0,18,5471,Hakan Kutlu,10.0,60,Hakan Kutlu,2008-10-24,1.0,2009-01-26,2009-01-19,,Türkiye,46.6
2009-2010,2009-08-15,Ankaragucu,Manisaspor,1.0,1.0,D,1,0.0,1,2,801,Hikmet Karaman,-10.0,57,Hikmet Karaman,2009-11-17,0.0,2009-08-10,2009-08-03,,Türkiye,63.9
2009-2010,2009-08-22,Ankaragucu,Bursaspor,0.0,1.0,H,0,-1.0,0,3,801,Hikmet Karaman,-9.0,57,Hikmet Karaman,2009-11-17,0.0,2009-08-17,2009-08-10,,Türkiye,63.9
2009-2010,2009-08-29,Ankaragucu,Buyuksehyr,2.0,2.0,D,1,0.0,1,4,801,Hikmet Karaman,-8.0,57,Hikmet Karaman,2009-11-17,0.0,2009-08-24,2009-08-17,,Türkiye,63.9
2009-2010,2009-09-13,Ankaragucu,Antalyaspor,0.0,1.0,H,0,-1.0,0,5,801,Hikmet Karaman,-7.0,57,Hikmet Karaman,2009-11-17,0.0,2009-09-07,2009-08-31,,Türkiye,63.9
2009-2010,2009-09-19,Ankaragucu,Genclerbirligi,1.0,2.0,A,1,-1.0,0,6,801,Hikmet Karaman,-6.0,57,Hikmet Karaman,2009-11-17,0.0,2009-09-14,2009-09-07,,Türkiye,63.9
2009-2010,2009-09-26,Ankaragucu,Gaziantepspor,3.0,1.0,A,0,2.0,3,7,801,Hikmet Karaman,-5.0,57,Hikmet Karaman,2009-11-17,0.0,2009-09-21,2009-09-14,,Türkiye,63.9
2009-2010,2009-10-04,Ankaragucu,Galatasaray,3.0,0.0,H,1,3.0,3,8,801,Hikmet Karaman,-4.0,57,Hikmet Karaman,2009-11-17,0.0,2009-09-28,2009-09-21,,Türkiye,63.9
2009-2010,2009-10-18,Ankaragucu,Kayserispor,0.0,3.0,H,0,-3.0,0,9,801,Hikmet Karaman,-3.0,57,Hikmet Karaman,2009-11-17,0.0,2009-10-12,2009-10-05,,Türkiye,63.9
2009-2010,2009-10-31,Ankaragucu,Besiktas,0.0,1.0,H,0,-1.0,0,10,801,Hikmet Karaman,-2.0,57,Hikmet Karaman,2009-11-17,0.0,2009-10-26,2009-10-19,,Türkiye,63.9
2009-2010,2009-11-08,Ankaragucu,Kasimpasa,2.0,2.0,D,1,0.0,1,11,801,Hikmet Karaman,-1.0,57,Hikmet Karaman,2009-11-17,0.0,2009-11-02,2009-10-26,,Türkiye,63.9
2009-2010,2009-11-22,Ankaragucu,Eskisehirspor,0.0,0.0,D,0,0.0,1,12,,,0.0,57,Hikmet Karaman,2009-11-17,1.0,2009-11-16,2009-11-09,,,
2009-2010,2009-11-29,Ankaragucu,Denizlispor,1.0,0.0,H,1,1.0,3,13,,,1.0,57,Hikmet Karaman,2009-11-17,1.0,2009-11-23,2009-11-16,,,
2009-2010,2009-12-06,Ankaragucu,Trabzonspor,0.0,3.0,H,0,-3.0,0,14,12285,Nazmi Erdenerin,2.0,57,Hikmet Karaman,2009-11-17,1.0,2009-11-30,2009-11-23,,Türkiye,50.5
2009-2010,2009-12-12,Ankaragucu,Fenerbahce,2.0,3.0,H,0,-1.0,0,15,12285,Nazmi Erdenerin,3.0,57,Hikmet Karaman,2009-11-17,1.0,2009-12-07,2009-11-30,,Türkiye,50.5
2009-2010,2009-12-19,Ankaragucu,Sivasspor,2.0,3.0,A,1,-1.0,0,16,12285,Nazmi Erdenerin,4.0,57,Hikmet Karaman,2009-11-17,1.0,2009-12-14,2009-12-07,,Türkiye,50.5
2009-2010,2010-01-24,Ankaragucu,Diyarbakirspor,0.0,0.0,D,1,0.0,1,17,1051,Roger Lemerre,5.0,57,Hikmet Karaman,2009-11-17,1.0,2010-01-18,2010-01-11,,France,68.5
2009-2010,2010-01-31,Ankaragucu,Manisaspor,0.0,0.0,D,0,0.0,1,18,1051,Roger Lemerre,6.0,57,Hikmet Karaman,2009-11-17,1.0,2010-01-25,2010-01-18,,France,68.5
2009-2010,2010-02-07,Ankaragucu,Bursaspor,0.0,0.0,D,1,0.0,1,19,1051,Roger Lemerre,7.0,57,Hikmet Karaman,2009-11-17,1.0,2010-02-01,2010-01-25,,France,68.5
2009-2010,2010-02-14,Ankaragucu,Buyuksehyr,1.0,1.0,D,0,0.0,1,20,1051,Roger Lemerre,8.0,57,Hikmet Karaman,2009-11-17,1.0,2010-02-08,2010-02-01,,France,68.5
2009-2010,2010-02-21,Ankaragucu,Antalyaspor,2.0,2.0,D,1,0.0,1,21,1051,Roger Lemerre,9.0,57,Hikmet Karaman,2009-11-17,1.0,2010-02-15,2010-02-08,,France,68.5
2009-2010,2010-02-28,Ankaragucu,Genclerbirligi,1.0,0.0,A,0,1.0,3,22,1051,Roger Lemerre,10.0,57,Hikmet Karaman,2009-11-17,1.0,2010-02-22,2010-02-15,,France,68.5
2010-2011,2010-11-28,Ankaragucu,Karabukspor,1.0,5.0,H,0,-4.0,0,14,10719,Ümit Özat,-10.0,55,Ümit Özat,2011-02-28,0.0,2010-11-22,2010-11-15,,Türkiye,43.9
2010-2011,2010-12-04,Ankaragucu,Sivasspor,1.0,1.0,D,1,0.0,1,15,10719,Ümit Özat,-9.0,55,Ümit Özat,2011-02-28,0.0,2010-11-29,2010-11-22,,Türkiye,43.9
2010-2011,2010-12-12,Ankaragucu,Fenerbahce,2.0,1.0,H,1,1.0,3,16,10719,Ümit Özat,-8.0,55,Ümit Özat,2011-02-28,0.0,2010-12-06,2010-11-29,,Türkiye,43.9
2010-2011,2010-12-18,Ankaragucu,Antalyaspor,2.0,2.0,D,0,0.0,1,17,10719,Ümit Özat,-7.0,55,Ümit Özat,2011-02-28,0.0,2010-12-13,2010-12-06,,Türkiye,43.9
2010-2011,2011-01-22,Ankaragucu,Trabzonspor,1.0,1.0,D,0,0.0,1,18,10719,Ümit Özat,-6.0,55,Ümit Özat,2011-02-28,0.0,2011-01-17,2011-01-10,,Türkiye,43.9
2010-2011,2011-01-30,Ankaragucu,Manisaspor,1.0,3.0,A,1,-2.0,0,19,10719,Ümit Özat,-5.0,55,Ümit Özat,2011-02-28,0.0,2011-01-24,2011-01-17,,Türkiye,43.9
2010-2011,2011-02-05,Ankaragucu,Kayserispor,1.0,2.0,H,0,-1.0,0,20,10719,Ümit Özat,-4.0,55,Ümit Özat,2011-02-28,0.0,2011-01-31,2011-01-24,,Türkiye,43.9
2010-2011,2011-02-13,Ankaragucu,Besiktas,1.0,0.0,H,1,1.0,3,21,10719,Ümit Özat,-3.0,55,Ümit Özat,2011-02-28,0.0,2011-02-07,2011-01-31,,Türkiye,43.9
2010-2011,2011-02-19,Ankaragucu,Kasimpasa,1.0,2.0,H,0,-1.0,0,22,10719,Ümit Özat,-2.0,55,Ümit Özat,2011-02-28,0.0,2011-02-14,2011-02-07,,Türkiye,43.9
2010-2011,2011-02-26,Ankaragucu,Genclerbirligi,2.0,4.0,A,1,-2.0,0,23,10719,Ümit Özat,-1.0,55,Ümit Özat,2011-02-28,0.0,2011-02-21,2011-02-14,,Türkiye,43.9
2010-2011,2011-03-05,Ankaragucu,Konyaspor,2.0,0.0,A,0,2.0,3,24,784,Mesut Bakkal,0.0,55,Ümit Özat,2011-02-28,1.0,2011-02-28,2011-02-21,,Türkiye,53.9
2010-2011,2011-03-13,Ankaragucu,Galatasaray,3.0,2.0,H,1,1.0,3,25,784,Mesut Bakkal,1.0,55,Ümit Özat,2011-02-28,1.0,2011-03-07,2011-02-28,,Türkiye,53.9
2010-2011,2011-03-21,Ankaragucu,Bursaspor,0.0,0.0,D,0,0.0,1,26,784,Mesut Bakkal,2.0,55,Ümit Özat,2011-02-28,1.0,2011-03-21,2011-03-14,,Türkiye,53.9
2010-2011,2011-04-02,Ankaragucu,Eskisehirspor,2.0,2.0,D,1,0.0,1,27,784,Mesut Bakkal,3.0,55,Ümit Özat,2011-02-28,1.0,2011-03-28,2011-03-21,,Türkiye,53.9
2010-2011,2011-04-10,Ankaragucu,Gaziantepspor,2.0,3.0,H,0,-1.0,0,28,784,Mesut Bakkal,4.0,55,Ümit Özat,2011-02-28,1.0,2011-04-04,2011-03-28,,Türkiye,53.9
2010-2011,2011-04-16,Ankaragucu,Bucaspor,5.0,3.0,H,1,2.0,3,29,784,Mesut Bakkal,5.0,55,Ümit Özat,2011-02-28,1.0,2011-04-11,2011-04-04,,Türkiye,53.9
2010-2011,2011-04-24,Ankaragucu,Buyuksehyr,4.0,1.0,A,0,3.0,3,30,784,Mesut Bakkal,6.0,55,Ümit Özat,2011-02-28,1.0,2011-04-18,2011-04-11,,Türkiye,53.9
2010-2011,2011-05-02,Ankaragucu,Karabukspor,0.0,0.0,D,1,0.0,1,31,784,Mesut Bakkal,7.0,55,Ümit Özat,2011-02-28,1.0,2011-05-02,2011-04-25,,Türkiye,53.9
2010-2011,2011-05-08,Ankaragucu,Sivasspor,1.0,1.0,D,0,0.0,1,32,784,Mesut Bakkal,8.0,55,Ümit Özat,2011-02-28,1.0,2011-05-02,2011-04-25,,Türkiye,53.9
2010-2011,2011-05-15,Ankaragucu,Fenerbahce,0.0,6.0,H,0,-6.0,0,33,784,Mesut Bakkal,9.0,55,Ümit Özat,2011-02-28,1.0,2011-05-09,2011-05-02,,Türkiye,53.9
2010-2011,2011-05-21,Ankaragucu,Antalyaspor,2.0,3.0,A,1,-1.0,0,34,784,Mesut Bakkal,10.0,55,Ümit Özat,2011-02-28,1.0,2011-05-16,2011-05-09,,Türkiye,53.9
2011-2012,2011-10-14,Ankaragucu,Trabzonspor,2.0,3.0,H,0,-1.0,0,6,795,Ziya Doğan,-10.0,54,Ziya Doğan,2011-12-13,0.0,2011-10-10,2011-10-03,,Türkiye,38.4
2011-2012,2011-10-23,Ankaragucu,Orduspor,0.0,2.0,A,1,-2.0,0,7,795,Ziya Doğan,-9.0,54,Ziya Doğan,2011-12-13,0.0,2011-10-17,2011-10-10,,Türkiye,38.4
2011-2012,2011-10-27,Ankaragucu,Manisaspor,0.0,2.0,H,0,-2.0,0,8,795,Ziya Doğan,-8.0,54,Ziya Doğan,2011-12-13,0.0,2011-10-24,2011-10-17,,Türkiye,38.4
2011-2012,2011-10-30,Ankaragucu,Buyuksehyr,1.0,2.0,A,1,-1.0,0,9,795,Ziya Doğan,-7.0,54,Ziya Doğan,2011-12-13,0.0,2011-10-24,2011-10-17,,Türkiye,38.4
2011-2012,2011-11-04,Ankaragucu,Samsunspor,2.0,2.0,D,0,0.0,1,10,795,Ziya Doğan,-6.0,54,Ziya Doğan,2011-12-13,0.0,2011-10-31,2011-10-24,,Türkiye,38.4
2011-2012,2011-11-19,Ankaragucu,Karabukspor,2.0,1.0,H,1,1.0,3,11,795,Ziya Doğan,-5.0,54,Ziya Doğan,2011-12-13,0.0,2011-11-14,2011-11-07,,Türkiye,38.4
2011-2012,2011-11-27,Ankaragucu,Eskisehirspor,2.0,3.0,H,0,-1.0,0,12,795,Ziya Doğan,-4.0,54,Ziya Doğan,2011-12-13,0.0,2011-11-21,2011-11-14,,Türkiye,38.4
2011-2012,2011-12-03,Ankaragucu,Fenerbahce,2.0,4.0,H,0,-2.0,0,13,795,Ziya Doğan,-3.0,54,Ziya Doğan,2011-12-13,0.0,2011-11-28,2011-11-21,,Türkiye,38.4
2011-2012,2011-12-08,Ankaragucu,Bursaspor,0.0,0.0,D,1,0.0,1,14,795,Ziya Doğan,-2.0,54,Ziya Doğan,2011-12-13,0.0,2011-12-05,2011-11-28,,Türkiye,38.4
2011-2012,2011-12-11,Ankaragucu,Antalyaspor,0.0,1.0,H,0,-1.0,0,15,795,Ziya Doğan,-1.0,54,Ziya Doğan,2011-12-13,0.0,2011-12-05,2011-11-28,,Türkiye,38.4
2011-2012,2011-12-17,Ankaragucu,Gaziantepspor,0.0,0.0,D,1,0.0,1,16,5471,Hakan Kutlu,0.0,54,Ziya Doğan,2011-12-13,1.0,2011-12-12,2011-12-05,,Türkiye,46.6
2011-2012,2011-12-21,Ankaragucu,Kayserispor,0.0,3.0,H,0,-3.0,0,17,5471,Hakan Kutlu,1.0,54,Ziya Doğan,2011-12-13,1.0,2011-12-19,2011-12-12,,Türkiye,46.6
2011-2012,2012-01-03,Ankaragucu,Mersin Idman Yurdu,2.0,1.0,A,0,1.0,3,18,5471,Hakan Kutlu,2.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-02,2011-12-26,,Türkiye,46.6
2011-2012,2012-01-08,Ankaragucu,Besiktas,0.0,0.0,D,1,0.0,1,19,5471,Hakan Kutlu,3.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-02,2011-12-26,,Türkiye,46.6
2011-2012,2012-01-15,Ankaragucu,Sivasspor,0.0,3.0,H,0,-3.0,0,20,5471,Hakan Kutlu,4.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-09,2012-01-02,,Türkiye,46.6
2011-2012,2012-01-22,Ankaragucu,Genclerbirligi,0.0,1.0,A,1,-1.0,0,21,5471,Hakan Kutlu,5.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-16,2012-01-09,,Türkiye,46.6
2011-2012,2012-01-25,Ankaragucu,Galatasaray,0.0,4.0,H,0,-4.0,0,22,5471,Hakan Kutlu,6.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-23,2012-01-16,,Türkiye,46.6
2011-2012,2012-01-29,Ankaragucu,Trabzonspor,0.0,4.0,A,1,-4.0,0,23,5471,Hakan Kutlu,7.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-23,2012-01-16,,Türkiye,46.6
2011-2012,2012-02-01,Ankaragucu,Orduspor,0.0,2.0,H,0,-2.0,0,24,5471,Hakan Kutlu,8.0,54,Ziya Doğan,2011-12-13,1.0,2012-01-30,2012-01-23,,Türkiye,46.6
2011-2012,2012-02-06,Ankaragucu,Manisaspor,0.0,1.0,A,1,-1.0,0,25,5471,Hakan Kutlu,9.0,54,Ziya Doğan,2011-12-13,1.0,2012-02-06,2012-01-30,,Türkiye,46.6
2011-2012,2012-02-12,Ankaragucu,Buyuksehyr,0.0,3.0,H,0,-3.0,0,26,5471,Hakan Kutlu,10.0,54,Ziya Doğan,2011-12-13,1.0,2012-02-06,2012-01-30,,Türkiye,46.6
2018-2019,2018-10-01,Ankaragucu,Antalyaspor,0.0,1.0,A,1,-1.0,0,7,6366,İsmail Kartal,-10.0,53,İsmail Kartal,2018-12-15,0.0,2018-10-01,2018-09-24,,Türkiye,44.6
2018-2019,2018-10-06,Ankaragucu,Bursaspor,0.0,1.0,H,0,-1.0,0,8,6366,İsmail Kartal,-9.0,53,İsmail Kartal,2018-12-15,0.0,2018-10-01,2018-09-24,,Türkiye,44.6
2018-2019,2018-10-21,Ankaragucu,Yeni Malatyaspor,1.0,0.0,H,1,1.0,3,9,6366,İsmail Kartal,-8.0,53,İsmail Kartal,2018-12-15,0.0,2018-10-15,2018-10-08,,Türkiye,44.6
2018-2019,2018-10-28,Ankaragucu,Fenerbahce,3.0,1.0,A,0,2.0,3,10,6366,İsmail Kartal,-7.0,53,İsmail Kartal,2018-12-15,0.0,2018-10-22,2018-10-15,,Türkiye,44.6
2018-2019,2018-11-04,Ankaragucu,Kayserispor,3.0,1.0,H,1,2.0,3,11,6366,İsmail Kartal,-6.0,53,İsmail Kartal,2018-12-15,0.0,2018-10-29,2018-10-22,,Türkiye,44.6
2018-2019,2018-11-10,Ankaragucu,Konyaspor,0.0,2.0,H,0,-2.0,0,12,6366,İsmail Kartal,-5.0,53,İsmail Kartal,2018-12-15,0.0,2018-11-05,2018-10-29,,Türkiye,44.6
2018-2019,2018-11-24,Ankaragucu,Besiktas,1.0,4.0,A,1,-3.0,0,13,6366,İsmail Kartal,-4.0,53,İsmail Kartal,2018-12-15,0.0,2018-11-19,2018-11-12,,Türkiye,44.6
2018-2019,2018-11-30,Ankaragucu,Rizespor,1.0,1.0,D,0,0.0,1,14,6366,İsmail Kartal,-3.0,53,İsmail Kartal,2018-12-15,0.0,2018-11-26,2018-11-19,,Türkiye,44.6
2018-2019,2018-12-10,Ankaragucu,Buyuksehyr,0.0,1.0,A,1,-1.0,0,15,6366,İsmail Kartal,-2.0,53,İsmail Kartal,2018-12-15,0.0,2018-12-10,2018-12-03,,Türkiye,44.6
2018-2019,2018-12-15,Ankaragucu,Sivasspor,0.0,4.0,H,0,-4.0,0,16,6366,İsmail Kartal,-1.0,53,İsmail Kartal,2018-12-15,0.0,2018-12-10,2018-12-03,,Türkiye,44.6
