season,match_date,team,opponent,gf,ga,FTR,home,goal_diff,points,match_n,trainer_id,manager_name,event_time,change_index,manager_out,fire_date,post,match_week_monday,prev_week_monday,exp_lag1,nationality,age_at_appointment
2023-2024,2024-05-18,Pendikspor,Ankaragucu,0.0,0.0,D,0,0.0,1,37,43477,İbrahim Üzülmez,28.0,530,Osman Özköylü,2023-10-09,1.0,2024-05-13,2024-05-06,,Türkiye,46.3
2023-2024,2024-05-26,Pendikspor,Gaziantep,0.0,1.0,A,1,-1.0,0,38,43477,İbrahim Üzülmez,29.0,530,Osman Özköylü,2023-10-09,1.0,2024-05-20,2024-05-13,,Türkiye,46.3
2000-2001,2000-08-12,Rizespor,Genclerbirligi,0.0,0.0,D,0,0.0,1,1,3404,Karol Pecze,,-1,,,,2000-08-07,2000-07-31,,Slovakia,52.4
2000-2001,2000-08-19,Rizespor,Siirt Jet-PA,3.0,2.0,A,0,1.0,3,2,3404,Karol Pecze,,-1,,,,2000-08-14,2000-08-07,,Slovakia,52.4
2000-2001,2000-08-27,Rizespor,Besiktas,1.0,2.0,H,0,-1.0,0,3,3404,Karol Pecze,,-1,,,,2000-08-21,2000-08-14,,Slovakia,52.4
2000-2001,2000-09-10,Rizespor,Yozgatspor,0.0,0.0,D,0,0.0,1,4,3404,Karol Pecze,,-1,,,,2000-09-04,2000-08-28,,Slovakia,52.4
2000-2001,2000-09-17,Rizespor,Antalyaspor,1.0,2.0,H,0,-1.0,0,5,3404,Karol Pecze,,-1,,,,2000-09-11,2000-09-04,,Slovakia,52.4
2000-2001,2000-09-24,Rizespor,Denizlispor,0.0,0.0,D,0,0.0,1,6,3404,Karol Pecze,,-1,,,,2000-09-18,2000-09-11,,Slovakia,52.4
2000-2001,2000-10-01,Rizespor,Adanaspor,0.0,1.0,H,0,-1.0,0,7,3404,Karol Pecze,,-1,,,,2000-09-25,2000-09-18,,Slovakia,52.4
2000-2001,2000-10-15,Rizespor,Fenerbahce,0.0,1.0,H,0,-1.0,0,8,3404,Karol Pecze,,-1,,,,2000-10-09,2000-10-02,,Slovakia,52.4
2000-2001,2000-10-21,Rizespor,Ankaragucu,1.0,1.0,D,1,0.0,1,9,3404,Karol Pecze,,-1,,,,2000-10-16,2000-10-09,,Slovakia,52.4
2000-2001,2000-10-29,Rizespor,Gaziantepspor,1.0,2.0,H,0,-1.0,0,10,3404,Karol Pecze,,-1,,,,2000-10-23,2000-10-16,,Slovakia,52.4
2000-2001,2000-11-03,Rizespor,Trabzonspor,2.0,1.0,H,1,1.0,3,11,3404,Karol Pecze,,-1,,,,2000-10-30,2000-10-23,,Slovakia,52.4
2000-2001,2000-11-11,Rizespor,Galatasaray,0.0,2.0,H,0,-2.0,0,12,3404,Karol Pecze,,-1,,,,2000-11-06,2000-10-30,,Slovakia,52.4
2000-2001,2000-11-18,Rizespor,Erzurumspor,4.0,1.0,H,1,3.0,3,13,3404,Karol Pecze,,-1,,,,2000-11-13,2000-11-06,,Slovakia,52.4
2000-2001,2000-11-26,Rizespor,Bursaspor,1.0,2.0,H,0,-1.0,0,14,3404,Karol Pecze,,-1,,,,2000-11-20,2000-11-13,,Slovakia,52.4
2000-2001,2000-12-03,Rizespor,Samsunspor,0.0,1.0,A,1,-1.0,0,15,3404,Karol Pecze,,-1,,,,2000-11-27,2000-11-20,,Slovakia,52.4
2000-2001,2000-12-09,Rizespor,Kocaelispor,1.0,2.0,H,0,-1.0,0,16,3404,Karol Pecze,,-1,,,,2000-12-04,2000-11-27,,Slovakia,52.4
2000-2001,2000-12-16,Rizespor,Istanbulspor,2.0,1.0,H,1,1.0,3,17,3404,Karol Pecze,,-1,,,,2000-12-11,2000-12-04,,Slovakia,52.4
2000-2001,2000-12-22,Rizespor,Genclerbirligi,2.0,0.0,H,1,2.0,3,18,3404,Karol Pecze,,-1,,,,2000-12-18,2000-12-11,,Slovakia,52.4
2000-2001,2001-02-03,Rizespor,Siirt Jet-PA,3.0,0.0,H,1,3.0,3,19,3404,Karol Pecze,,-1,,,,2001-01-29,2001-01-22,,Slovakia,52.4
2000-2001,2001-02-11,Rizespor,Besiktas,5.0,1.0,H,1,4.0,3,20,3404,Karol Pecze,,-1,,,,2001-02-05,2001-01-29,,Slovakia,52.4
2000-2001,2001-02-18,Rizespor,Yozgatspor,1.0,0.0,H,1,1.0,3,21,3404,Karol Pecze,,-1,,,,2001-02-12,2001-02-05,,Slovakia,52.4
2000-2001,2001-02-24,Rizespor,Antalyaspor,0.0,2.0,A,1,-2.0,0,22,3404,Karol Pecze,,-1,,,,2001-02-19,2001-02-12,,Slovakia,52.4
2000-2001,2001-03-04,Rizespor,Denizlispor,2.0,1.0,H,1,1.0,3,23,3404,Karol Pecze,,-1,,,,2001-02-26,2001-02-19,,Slovakia,52.4
2000-2001,2001-03-11,Rizespor,Adanaspor,4.0,2.0,H,1,2.0,3,24,3404,Karol Pecze,,-1,,,,2001-03-05,2001-02-26,,Slovakia,52.4
2000-2001,2001-03-17,Rizespor,Fenerbahce,1.0,1.0,D,1,0.0,1,25,3404,Karol Pecze,,-1,,,,2001-03-12,2001-03-05,,Slovakia,52.4
2000-2001,2001-03-31,Rizespor,Ankaragucu,0.0,4.0,H,0,-4.0,0,26,3404,Karol Pecze,,-1,,,,2001-03-26,2001-03-19,,Slovakia,52.4
2000-2001,2001-04-06,Rizespor,Gaziantepspor,2.0,1.0,H,1,1.0,3,27,3404,Karol Pecze,,-1,,,,2001-04-02,2001-03-26,,Slovakia,52.4
2000-2001,2001-04-15,Rizespor,Trabzonspor,0.0,2.0,H,0,-2.0,0,28,3404,Karol Pecze,,-1,,,,2001-04-09,2001-04-02,,Slovakia,52.4
2000-2001,2001-04-22,Rizespor,Galatasaray,2.0,4.0,A,1,-2.0,0,29,3404,Karol Pecze,,-1,,,,2001-04-16,2001-04-09,,Slovakia,52.4
2000-2001,2001-04-28,Rizespor,Erzurumspor,0.0,0.0,D,0,0.0,1,30,3404,Karol Pecze,,-1,,,,2001-04-23,2001-04-16,,Slovakia,52.4
2000-2001,2001-05-06,Rizespor,Bursaspor,3.0,1.0,H,1,2.0,3,31,3404,Karol Pecze,,-1,,,,2001-04-30,2001-04-23,,Slovakia,52.4
2000-2001,2001-05-12,Rizespor,Samsunspor,1.0,1.0,D,0,0.0,1,32,3404,Karol Pecze,,-1,,,,2001-05-07,2001-04-30,,Slovakia,52.4
2000-2001,2001-05-19,Rizespor,Kocaelispor,2.0,1.0,H,1,1.0,3,33,3404,Karol Pecze,,-1,,,,2001-05-14,2001-05-07,,Slovakia,52.4
2000-2001,2001-05-25,Rizespor,Istanbulspor,0.0,1.0,H,0,-1.0,0,34,3404,Karol Pecze,,-1,,,,2001-05-21,2001-05-14,,Slovakia,52.4
2001-2002,2001-08-11,Rizespor,Kocaelispor,0.0,0.0,D,1,0.0,1,1,3404,Karol Pecze,,-1,,,,2001-08-06,2001-07-30,,Slovakia,52.4
2001-2002,2001-08-19,Rizespor,Yozgatspor,1.0,2.0,H,0,-1.0,0,2,3404,Karol Pecze,,-1,,,,2001-08-13,2001-08-06,,Slovakia,52.4
2001-2002,2001-08-26,Rizespor,Galatasaray,3.0,6.0,A,1,-3.0,0,3,3404,Karol Pecze,,-1,,,,2001-08-20,2001-08-13,,Slovakia,52.4
2001-2002,2001-09-09,Rizespor,Denizlispor,2.0,1.0,A,0,1.0,3,4,3404,Karol Pecze,,-1,,,,2001-09-03,2001-08-27,,Slovakia,52.4
2001-2002,2001-09-16,Rizespor,Gaziantepspor,2.0,0.0,A,0,2.0,3,5,3404,Karol Pecze,,-1,,,,2001-09-10,2001-09-03,,Slovakia,52.4
2001-2002,2001-09-23,Rizespor,Antalyaspor,1.0,1.0,D,1,0.0,1,6,3404,Karol Pecze,,-1,,,,2001-09-17,2001-09-10,,Slovakia,52.4
2001-2002,2001-09-29,Rizespor,Malatyaspor,1.0,2.0,H,0,-1.0,0,7,3404,Karol Pecze,,-1,,,,2001-09-24,2001-09-17,,Slovakia,52.4
2001-2002,2001-10-14,Rizespor,Fenerbahce,1.0,2.0,A,1,-1.0,0,8,3404,Karol Pecze,,-1,,,,2001-10-08,2001-10-01,,Slovakia,52.4
2001-2002,2001-10-21,Rizespor,Genclerbirligi,2.0,2.0,D,0,0.0,1,9,3404,Karol Pecze,,-1,,,,2001-10-15,2001-10-08,,Slovakia,52.4
2001-2002,2001-10-27,Rizespor,Goztep,0.0,0.0,D,1,0.0,1,10,3404,Karol Pecze,,-1,,,,2001-10-22,2001-10-15,,Slovakia,52.4
2001-2002,2001-11-03,Rizespor,Besiktas,1.0,2.0,H,0,-1.0,0,11,3404,Karol Pecze,,-1,,,,2001-10-29,2001-10-22,,Slovakia,52.4
2001-2002,2001-11-17,Rizespor,Trabzonspor,1.0,1.0,D,1,0.0,1,12,3404,Karol Pecze,,-1,,,,2001-11-12,2001-11-05,,Slovakia,52.4
2001-2002,2001-11-25,Rizespor,Bursaspor,0.0,1.0,H,0,-1.0,0,13,3404,Karol Pecze,,-1,,,,2001-11-19,2001-11-12,,Slovakia,52.4
2001-2002,2001-12-01,Rizespor,Diyarbakirspor,2.0,0.0,H,1,2.0,3,14,3404,Karol Pecze,,-1,,,,2001-11-26,2001-11-19,,Slovakia,52.4
2001-2002,2001-12-09,Rizespor,Samsunspor,1.0,0.0,H,1,1.0,3,15,3404,Karol Pecze,,-1,,,,2001-12-03,2001-11-26,,Slovakia,52.4
2001-2002,2001-12-16,Rizespor,Istanbulspor,1.0,1.0,D,1,0.0,1,16,3404,Karol Pecze,,-1,,,,2001-12-10,2001-12-03,,Slovakia,52.4
2001-2002,2001-12-22,Rizespor,Ankaragucu,1.0,1.0,D,0,0.0,1,17,3404,Karol Pecze,,-1,,,,2001-12-17,2001-12-10,,Slovakia,52.4
2001-2002,2002-01-20,Rizespor,Kocaelispor,1.0,2.0,H,0,-1.0,0,18,3404,Karol Pecze,,-1,,,,2002-01-14,2002-01-07,,Slovakia,52.4
2001-2002,2002-01-23,Rizespor,Yozgatspor,1.0,1.0,D,1,0.0,1,19,3404,Karol Pecze,,-1,,,,2002-01-21,2002-01-14,,Slovakia,52.4
2001-2002,2002-01-27,Rizespor,Galatasaray,1.0,4.0,H,0,-3.0,0,20,3404,Karol Pecze,,-1,,,,2002-01-21,2002-01-14,,Slovakia,52.4
2001-2002,2002-02-02,Rizespor,Denizlispor,3.0,1.0,H,1,2.0,3,21,3404,Karol Pecze,,-1,,,,2002-01-28,2002-01-21,,Slovakia,52.4
2001-2002,2002-02-10,Rizespor,Gaziantepspor,1.0,0.0,H,1,1.0,3,22,3404,Karol Pecze,,-1,,,,2002-02-04,2002-01-28,,Slovakia,52.4
2001-2002,2002-02-17,Rizespor,Antalyaspor,2.0,2.0,D,0,0.0,1,23,3404,Karol Pecze,,-1,,,,2002-02-11,2002-02-04,,Slovakia,52.4
2001-2002,2002-02-24,Rizespor,Malatyaspor,0.0,0.0,D,1,0.0,1,24,3404,Karol Pecze,,-1,,,,2002-02-18,2002-02-11,,Slovakia,52.4
2001-2002,2002-03-01,Rizespor,Fenerbahce,1.0,2.0,H,0,-1.0,0,25,3404,Karol Pecze,,-1,,,,2002-02-25,2002-02-18,,Slovakia,52.4
2001-2002,2002-03-09,Rizespor,Genclerbirligi,1.0,2.0,A,1,-1.0,0,26,3404,Karol Pecze,,-1,,,,2002-03-04,2002-02-25,,Slovakia,52.4
2001-2002,2002-03-16,Rizespor,Goztep,3.0,2.0,A,0,1.0,3,27,3404,Karol Pecze,,-1,,,,2002-03-11,2002-03-04,,Slovakia,52.4
2001-2002,2002-03-24,Rizespor,Besiktas,1.0,3.0,A,1,-2.0,0,28,3404,Karol Pecze,,-1,,,,2002-03-18,2002-03-11,,Slovakia,52.4
2001-2002,2002-03-30,Rizespor,Trabzonspor,1.0,2.0,H,0,-1.0,0,29,3404,Karol Pecze,,-1,,,,2002-03-25,2002-03-18,,Slovakia,52.4
2001-2002,2002-04-06,Rizespor,Bursaspor,3.0,1.0,H,1,2.0,3,30,3404,Karol Pecze,,-1,,,,2002-04-01,2002-03-25,,Slovakia,52.4
2001-2002,2002-04-14,Rizespor,Diyarbakirspor,0.0,1.0,H,0,-1.0,0,31,3404,Karol Pecze,,-1,,,,2002-04-08,2002-04-01,,Slovakia,52.4
2001-2002,2002-04-21,Rizespor,Samsunspor,0.0,1.0,H,0,-1.0,0,32,3404,Karol Pecze,,-1,,,,2002-04-15,2002-04-08,,Slovakia,52.4
2001-2002,2002-04-27,Rizespor,Istanbulspor,1.0,3.0,H,0,-2.0,0,33,3404,Karol Pecze,,-1,,,,2002-04-22,2002-04-15,,Slovakia,52.4
2001-2002,2002-05-04,Rizespor,Ankaragucu,3.0,2.0,H,1,1.0,3,34,3404,Karol Pecze,,-1,,,,2002-04-29,2002-04-22,,Slovakia,52.4
2003-2004,2003-08-10,Rizespor,Ankaragucu,2.0,1.0,H,1,1.0,3,1,801,Hikmet Karaman,-19.0,442,Hikmet Karaman,2004-02-06,0.0,2003-08-04,2003-07-28,,Türkiye,63.9
2003-2004,2003-08-16,Rizespor,Denizlispor,1.0,1.0,D,0,0.0,1,2,801,Hikmet Karaman,-18.0,442,Hikmet Karaman,2004-02-06,0.0,2003-08-11,2003-08-04,,Türkiye,63.9
2003-2004,2003-08-23,Rizespor,Malatyaspor,2.0,1.0,H,1,1.0,3,3,801,Hikmet Karaman,-17.0,442,Hikmet Karaman,2004-02-06,0.0,2003-08-18,2003-08-11,,Türkiye,63.9
2003-2004,2003-08-31,Rizespor,Istanbulspor,0.0,3.0,H,0,-3.0,0,4,801,Hikmet Karaman,-16.0,442,Hikmet Karaman,2004-02-06,0.0,2003-08-25,2003-08-18,,Türkiye,63.9
2003-2004,2003-09-13,Rizespor,Trabzonspor,1.0,0.0,H,1,1.0,3,5,801,Hikmet Karaman,-15.0,442,Hikmet Karaman,2004-02-06,0.0,2003-09-08,2003-09-01,,Türkiye,63.9
2003-2004,2003-09-21,Rizespor,Elazigspor,1.0,1.0,D,0,0.0,1,6,801,Hikmet Karaman,-14.0,442,Hikmet Karaman,2004-02-06,0.0,2003-09-15,2003-09-08,,Türkiye,63.9
2003-2004,2003-09-28,Rizespor,Diyarbakirspor,2.0,1.0,H,1,1.0,3,7,801,Hikmet Karaman,-13.0,442,Hikmet Karaman,2004-02-06,0.0,2003-09-22,2003-09-15,,Türkiye,63.9
2003-2004,2003-10-05,Rizespor,Gaziantepspor,0.0,2.0,H,0,-2.0,0,8,801,Hikmet Karaman,-12.0,442,Hikmet Karaman,2004-02-06,0.0,2003-09-29,2003-09-22,,Türkiye,63.9
2003-2004,2003-10-17,Rizespor,Galatasaray,0.0,1.0,A,1,-1.0,0,9,801,Hikmet Karaman,-11.0,442,Hikmet Karaman,2004-02-06,0.0,2003-10-13,2003-10-06,,Türkiye,63.9
2003-2004,2003-10-26,Rizespor,Genclerbirligi,0.0,1.0,H,0,-1.0,0,10,801,Hikmet Karaman,-10.0,442,Hikmet Karaman,2004-02-06,0.0,2003-10-20,2003-10-13,,Türkiye,63.9
2003-2004,2003-11-02,Rizespor,Konyaspor,1.0,1.0,D,1,0.0,1,11,801,Hikmet Karaman,-9.0,442,Hikmet Karaman,2004-02-06,0.0,2003-10-27,2003-10-20,,Türkiye,63.9
2003-2004,2003-11-23,Rizespor,Adanaspor,0.0,2.0,A,1,-2.0,0,12,801,Hikmet Karaman,-8.0,442,Hikmet Karaman,2004-02-06,0.0,2003-11-17,2003-11-10,,Türkiye,63.9
2003-2004,2003-11-29,Rizespor,A. Sebatspor,0.0,1.0,H,0,-1.0,0,13,801,Hikmet Karaman,-7.0,442,Hikmet Karaman,2004-02-06,0.0,2003-11-24,2003-11-17,,Türkiye,63.9
2003-2004,2003-12-07,Rizespor,Bursaspor,1.0,0.0,H,1,1.0,3,14,801,Hikmet Karaman,-6.0,442,Hikmet Karaman,2004-02-06,0.0,2003-12-01,2003-11-24,,Türkiye,63.9
2003-2004,2003-12-14,Rizespor,Samsunspor,1.0,2.0,A,1,-1.0,0,15,801,Hikmet Karaman,-5.0,442,Hikmet Karaman,2004-02-06,0.0,2003-12-08,2003-12-01,,Türkiye,63.9
2003-2004,2003-12-20,Rizespor,Besiktas,3.0,5.0,H,0,-2.0,0,16,801,Hikmet Karaman,-4.0,442,Hikmet Karaman,2004-02-06,0.0,2003-12-15,2003-12-08,,Türkiye,63.9
2003-2004,2004-01-18,Rizespor,Fenerbahce,1.0,4.0,H,0,-3.0,0,17,801,Hikmet Karaman,-3.0,442,Hikmet Karaman,2004-02-06,0.0,2004-01-12,2004-01-05,,Türkiye,63.9
2003-2004,2004-01-25,Rizespor,Ankaragucu,1.0,4.0,H,0,-3.0,0,18,801,Hikmet Karaman,-2.0,442,Hikmet Karaman,2004-02-06,0.0,2004-01-19,2004-01-12,,Türkiye,63.9
2003-2004,2004-02-01,Rizespor,Denizlispor,1.0,2.0,A,1,-1.0,0,19,801,Hikmet Karaman,-1.0,442,Hikmet Karaman,2004-02-06,0.0,2004-01-26,2004-01-19,,Türkiye,63.9
2003-2004,2004-02-07,Rizespor,Malatyaspor,1.0,0.0,A,0,1.0,3,20,810,Yılmaz Vural,0.0,442,Hikmet Karaman,2004-02-06,1.0,2004-02-02,2004-01-26,,Türkiye,65.9
2003-2004,2004-02-16,Rizespor,Istanbulspor,1.0,0.0,H,1,1.0,3,21,810,Yılmaz Vural,1.0,442,Hikmet Karaman,2004-02-06,1.0,2004-02-16,2004-02-09,,Türkiye,65.9
2003-2004,2004-02-22,Rizespor,Trabzonspor,0.0,1.0,H,0,-1.0,0,22,810,Yılmaz Vural,2.0,442,Hikmet Karaman,2004-02-06,1.0,2004-02-16,2004-02-09,,Türkiye,65.9
2003-2004,2004-02-28,Rizespor,Elazigspor,5.0,4.0,H,1,1.0,3,23,810,Yılmaz Vural,3.0,442,Hikmet Karaman,2004-02-06,1.0,2004-02-23,2004-02-16,,Türkiye,65.9
2003-2004,2004-03-06,Rizespor,Diyarbakirspor,1.0,0.0,A,0,1.0,3,24,810,Yılmaz Vural,4.0,442,Hikmet Karaman,2004-02-06,1.0,2004-03-01,2004-02-23,,Türkiye,65.9
2003-2004,2004-03-14,Rizespor,Gaziantepspor,1.0,2.0,A,1,-1.0,0,25,810,Yılmaz Vural,5.0,442,Hikmet Karaman,2004-02-06,1.0,2004-03-08,2004-03-01,,Türkiye,65.9
2003-2004,2004-03-20,Rizespor,Galatasaray,2.0,1.0,A,0,1.0,3,26,810,Yılmaz Vural,6.0,442,Hikmet Karaman,2004-02-06,1.0,2004-03-15,2004-03-08,,Türkiye,65.9
2003-2004,2004-03-27,Rizespor,Genclerbirligi,2.0,0.0,H,1,2.0,3,27,810,Yılmaz Vural,7.0,442,Hikmet Karaman,2004-02-06,1.0,2004-03-22,2004-03-15,,Türkiye,65.9
2003-2004,2004-04-04,Rizespor,Konyaspor,1.0,2.0,H,0,-1.0,0,28,810,Yılmaz Vural,8.0,442,Hikmet Karaman,2004-02-06,1.0,2004-03-29,2004-03-22,,Türkiye,65.9
2003-2004,2004-04-09,Rizespor,Fenerbahce,1.0,0.0,H,1,1.0,3,29,810,Yılmaz Vural,9.0,442,Hikmet Karaman,2004-02-06,1.0,2004-04-05,2004-03-29,,Türkiye,65.9
2003-2004,2004-04-18,Rizespor,Adanaspor,1.0,0.0,A,0,1.0,3,30,810,Yılmaz Vural,10.0,442,Hikmet Karaman,2004-02-06,1.0,2004-04-12,2004-04-05,,Türkiye,65.9
2003-2004,2004-04-24,Rizespor,A. Sebatspor,0.0,1.0,A,1,-1.0,0,31,810,Yılmaz Vural,11.0,442,Hikmet Karaman,2004-02-06,1.0,2004-04-19,2004-04-12,,Türkiye,65.9
2003-2004,2004-05-02,Rizespor,Bursaspor,2.0,4.0,H,0,-2.0,0,32,810,Yılmaz Vural,12.0,442,Hikmet Karaman,2004-02-06,1.0,2004-04-26,2004-04-19,,Türkiye,65.9
2003-2004,2004-05-09,Rizespor,Samsunspor,1.0,2.0,H,0,-1.0,0,33,810,Yılmaz Vural,13.0,442,Hikmet Karaman,2004-02-06,1.0,2004-05-03,2004-04-26,,Türkiye,65.9
2003-2004,2004-05-15,Rizespor,Besiktas,1.0,0.0,H,1,1.0,3,34,810,Yılmaz Vural,14.0,442,Hikmet Karaman,2004-02-06,1.0,2004-05-10,2004-05-03,,Türkiye,65.9
2004-2005,2004-08-06,Rizespor,Fenerbahce,2.0,2.0,D,1,0.0,1,1,789,Rıza Çalımbay,-17.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-08-02,2004-07-26,,Türkiye,40.8
2004-2005,2004-08-15,Rizespor,Konyaspor,0.0,0.0,D,0,0.0,1,2,789,Rıza Çalımbay,-16.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-08-09,2004-08-02,,Türkiye,40.8
2004-2005,2004-08-22,Rizespor,Galatasaray,1.0,2.0,H,0,-1.0,0,3,789,Rıza Çalımbay,-15.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-08-16,2004-08-09,,Türkiye,40.8
2004-2005,2004-08-28,Rizespor,Samsunspor,2.0,0.0,H,1,2.0,3,4,789,Rıza Çalımbay,-14.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-08-23,2004-08-16,,Türkiye,40.8
2004-2005,2004-09-12,Rizespor,Istanbulspor,3.0,0.0,A,0,3.0,3,5,789,Rıza Çalımbay,-13.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-09-06,2004-08-30,,Türkiye,40.8
2004-2005,2004-09-19,Rizespor,Kayserispor,2.0,1.0,H,1,1.0,3,6,789,Rıza Çalımbay,-12.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-09-13,2004-09-06,,Türkiye,40.8
2004-2005,2004-09-25,Rizespor,A. Sebatspor,0.0,0.0,D,0,0.0,1,7,789,Rıza Çalımbay,-11.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-09-20,2004-09-13,,Türkiye,40.8
2004-2005,2004-10-02,Rizespor,Malatyaspor,0.0,1.0,A,1,-1.0,0,8,789,Rıza Çalımbay,-10.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-09-27,2004-09-20,,Türkiye,40.8
2004-2005,2004-10-16,Rizespor,Genclerbirligi,1.0,2.0,H,0,-1.0,0,9,789,Rıza Çalımbay,-9.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-10-11,2004-10-04,,Türkiye,40.8
2004-2005,2004-10-24,Rizespor,Denizlispor,2.0,0.0,H,1,2.0,3,10,789,Rıza Çalımbay,-8.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-10-18,2004-10-11,,Türkiye,40.8
2004-2005,2004-10-30,Rizespor,Gaziantepspor,1.0,0.0,A,0,1.0,3,11,789,Rıza Çalımbay,-7.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-10-25,2004-10-18,,Türkiye,40.8
2004-2005,2004-11-07,Rizespor,Sakaryaspor,2.0,0.0,H,1,2.0,3,12,789,Rıza Çalımbay,-6.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-11-01,2004-10-25,,Türkiye,40.8
2004-2005,2004-11-21,Rizespor,Besiktas,2.0,2.0,D,0,0.0,1,13,789,Rıza Çalımbay,-5.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-11-15,2004-11-08,,Türkiye,40.8
2004-2005,2004-11-27,Rizespor,Ankaraspor,2.0,1.0,H,1,1.0,3,14,789,Rıza Çalımbay,-4.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-11-22,2004-11-15,,Türkiye,40.8
2004-2005,2004-12-04,Rizespor,Trabzonspor,0.0,1.0,H,0,-1.0,0,15,789,Rıza Çalımbay,-3.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-11-29,2004-11-22,,Türkiye,40.8
2004-2005,2004-12-12,Rizespor,Diyarbakirspor,3.0,0.0,H,1,3.0,3,16,789,Rıza Çalımbay,-2.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-12-06,2004-11-29,,Türkiye,40.8
2004-2005,2004-12-18,Rizespor,Ankaragucu,0.0,0.0,D,0,0.0,1,17,789,Rıza Çalımbay,-1.0,441,Rıza Çalımbay,2005-01-28,0.0,2004-12-13,2004-12-06,,Türkiye,40.8
2004-2005,2005-01-30,Rizespor,Fenerbahce,0.0,2.0,H,0,-2.0,0,18,57797,Bülent Bayraktar,0.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-01-24,2005-01-17,,Türkiye,
2004-2005,2005-02-05,Rizespor,Konyaspor,1.0,1.0,D,1,0.0,1,19,783,Erdoğan Arıca,1.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-01-31,2005-01-24,,Türkiye,48.3
2004-2005,2005-02-12,Rizespor,Galatasaray,0.0,3.0,A,1,-3.0,0,20,783,Erdoğan Arıca,2.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-02-07,2005-01-31,,Türkiye,48.3
2004-2005,2005-02-20,Rizespor,Samsunspor,1.0,0.0,A,0,1.0,3,21,783,Erdoğan Arıca,3.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-02-14,2005-02-07,,Türkiye,48.3
2004-2005,2005-02-26,Rizespor,Istanbulspor,1.0,1.0,D,1,0.0,1,22,783,Erdoğan Arıca,4.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-02-21,2005-02-14,,Türkiye,48.3
2004-2005,2005-03-06,Rizespor,Kayserispor,1.0,2.0,H,0,-1.0,0,23,783,Erdoğan Arıca,5.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-02-28,2005-02-21,,Türkiye,48.3
2004-2005,2005-03-13,Rizespor,A. Sebatspor,2.0,1.0,H,1,1.0,3,24,783,Erdoğan Arıca,6.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-03-07,2005-02-28,,Türkiye,48.3
2004-2005,2005-03-19,Rizespor,Malatyaspor,1.0,0.0,A,0,1.0,3,25,783,Erdoğan Arıca,7.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-03-14,2005-03-07,,Türkiye,48.3
2004-2005,2005-04-02,Rizespor,Genclerbirligi,1.0,1.0,D,1,0.0,1,26,783,Erdoğan Arıca,8.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-03-28,2005-03-21,,Türkiye,48.3
2004-2005,2005-04-10,Rizespor,Denizlispor,0.0,3.0,H,0,-3.0,0,27,783,Erdoğan Arıca,9.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-04-04,2005-03-28,,Türkiye,48.3
2004-2005,2005-04-17,Rizespor,Gaziantepspor,1.0,1.0,D,1,0.0,1,28,783,Erdoğan Arıca,10.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-04-11,2005-04-04,,Türkiye,48.3
2004-2005,2005-04-24,Rizespor,Sakaryaspor,1.0,3.0,H,0,-2.0,0,29,783,Erdoğan Arıca,11.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-04-18,2005-04-11,,Türkiye,48.3
2004-2005,2005-04-29,Rizespor,Besiktas,0.0,1.0,A,1,-1.0,0,30,783,Erdoğan Arıca,12.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-04-25,2005-04-18,,Türkiye,48.3
2004-2005,2005-05-07,Rizespor,Ankaraspor,0.0,1.0,H,0,-1.0,0,31,783,Erdoğan Arıca,13.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-05-02,2005-04-25,,Türkiye,48.3
2004-2005,2005-05-15,Rizespor,Trabzonspor,1.0,2.0,A,1,-1.0,0,32,783,Erdoğan Arıca,14.0,441,Rıza Çalımbay,2005-01-28,1.0,2005-05-09,2005-05-02,,Türkiye,48.3
