trainer_id,trainer_slug,manager,nationality,date_of_birth,place_of_birth,citizenship
19301,mustafa-ceviz,Mustafa Ceviz,Türkiye,1966-02-22,Malatya,Türkiye
149634,zafer-guler,Zafer Güler,Türkiye,1954-05-19,Malatya,Türkiye
18042,tahir-copur,Tahir Copur,Türkiye,1959-06-16,Ankara,Türkiye
42431,harun-aydoslu,Harun Aydoslu,Türkiye,1966-01-01,Karaman,Türkiye
24236,senol-kaba,Şenol Kaba,Türkiye,,,
99625,polat-oskan,Polat Öskan,Türkiye,1979-12-12,Yozgat,Türkiye
38606,sebahattin-tekin,Sebahattin Tekin,Türkiye,1974-01-20,Kayseri,Türkiye
118853,erhan-kayaaslan,Erhan Kayaaslan,Türkiye,1963-06-11,Ankara,Türkiye
16969,halit-kilic,Halit Kılıç,Türkiye,1964-11-01,Trabzon,Türkiye
71077,feridun-dundar,Feridun Dündar,Türkiye,1970-01-01,Yozgat,Türkiye
111899,ali-kocak,Ali Koçak,Türkiye,1966-10-23,Ankara,Türkiye
43678,alptug-urganci,Alptuğ Urgancı,Türkiye,1956-05-01,Canakkale,Türkiye
84923,ihsan-idikut,İhsan İdikut,Türkiye,1955-12-11,Yozgat,Türkiye
128937,zekeriya-karali,Zekeriya Karalı,Türkiye,1963-10-31,Istanbul,Türkiye
117415,erdin-pehlivan,Erdin Pehlivan,Türkiye,1961-02-15,Edirne,Türkiye
10840,lemi-celik,Lemi Çelik,Türkiye,1966-03-09,Trabzon,Türkiye
124482,serdar-gucuyener,Serdar Gücüyener,Türkiye,1954-01-20,Istanbul,Türkiye
39193,yuksel-ersan,Yüksel Ersan,Türkiye,,,
134165,ali-ilker-sokmen,Ali İlker Sökmen,Türkiye,1956-01-01,Hatay,Türkiye
69629,asim-ugur,Asim Ugur,Türkiye,1937-02-10,Malatya,Türkiye
61203,vahit-ileri,Vahit İleri,Türkiye,1946-06-01,Sarajevo,Türkiye Bosnia-Herzegovina
17965,burhanettin-basatemur,Burhanettin Basatemür,Türkiye,1973-10-02,Bingöl,Türkiye
40098,recep-umut,Recep Umut,Türkiye,1967-12-20,Manisa,Türkiye
28733,ersin-aka,Ersin Aka,Türkiye,1978-03-29,Hatay,Türkiye
24792,erman-guracar,Erman Güraçar,Türkiye,1974-08-24,Ankara,Türkiye
58609,ibrahim-cezayir,İbrahim Cezayir,Türkiye,1979-02-13,Manisa,Türkiye
49551,ufuk-iskender,Ufuk İskender,Türkiye,1962-07-15,Trabzon,Türkiye
42271,halim-okta,Halim Okta,Türkiye,1966-01-28,Manisa,Türkiye
51890,atilla-gunes,Atilla Güneş,Türkiye,1974-07-13,Heilbrenn,Türkiye Germany
28808,allan-harris,Allan Harris,England,1942-12-28,London,England
38557,mike-ferguson,Mike Ferguson,England,1943-03-09,Burnley,England
109638,ibrahim-tusder,İbrahim Tusder,Türkiye,1914-07-01,Izmir,Türkiye
138914,sukru-gulesin,Şükrü Gülesin,Türkiye,1922-09-14,Istanbul,Türkiye
108986,mihaly-balasits,Mihály Balasits,Hungary,1898-10-19,Budapest,Hungary
103126,soner-bayram,Soner Bayram,Türkiye,1984-06-10,Malatya,Türkiye
90700,ercument-kurt,Ercüment Kurt,Türkiye,1981-02-19,Malatya,Türkiye
116688,ergun-albayrak,Ergün Albayrak,Türkiye,1970-10-25,Malatya,Türkiye
40422,mehmet-kaplan,Mehmet Kaplan,Türkiye,1972-01-27,Elazig,Türkiye
112025,mustafa-tasar,Mustafa Taşar,Türkiye,1966-07-07,Malatya,Türkiye
48601,senol-corlu,Şenol Çorlu,Türkiye,1961-12-03,Ankara,Türkiye
121168,serif-firat,Şerif Fırat,Türkiye,1954-05-01,Malatya,Türkiye
65244,ozkan-akbulut,Özkan Akbulut,Türkiye,1939-01-01,Malatya,Türkiye
114189,ugur-ucar,Uğur Uçar,Türkiye,1987-04-05,Istanbul,Türkiye
2819,ivo-vieira,Ivo Vieira,Portugal,1976-01-10,Machico,Portugal
77418,gurkan-kocabiyik,Gürkan Kocabıyık,Türkiye,1973-08-05,Istanbul,Türkiye
20964,fikret-akdemir,Fikret Akdemir,Türkiye,1965-08-16,Aydin,Türkiye
119831,maksut-unlu,Maksut Ünlü,Türkiye,1957-11-16,Edirne,Türkiye
36674,kamil-erdem,Kamil Erdem,Türkiye,,,
